company,company_activity_count,company_activity_norm
company_976953,29,0.05979381443298969
company_896478,29,0.05979381443298969
company_218656,29,0.05979381443298969
company_686060,29,0.05979381443298969
company_626967,29,0.05979381443298969
company_153289,29,0.05979381443298969
company_567411,28,0.0577319587628866
company_590636,28,0.0577319587628866
company_142605,28,0.0577319587628866
company_387751,28,0.0577319587628866
company_447827,28,0.0577319587628866
company_951934,28,0.0577319587628866
company_480712,28,0.0577319587628866
company_966620,28,0.0577319587628866
company_580534,28,0.0577319587628866
company_303582,28,0.0577319587628866
company_780339,28,0.0577319587628866
company_346777,27,0.05567010309278351
company_367214,27,0.05567010309278351
company_905790,27,0.05567010309278351
company_362699,27,0.05567010309278351
company_150473,27,0.05567010309278351
company_665337,27,0.05567010309278351
company_399766,27,0.05567010309278351
company_092845,27,0.05567010309278351
company_496466,27,0.05567010309278351
company_581593,27,0.05567010309278351
company_609413,27,0.05567010309278351
company_522373,27,0.05567010309278351
company_223232,27,0.05567010309278351
company_060025,27,0.05567010309278351
company_532993,27,0.05567010309278351
company_785563,27,0.05567010309278351
company_916579,27,0.05567010309278351
company_415545,26,0.05360824742268041
company_479561,26,0.05360824742268041
company_239431,26,0.05360824742268041
company_183628,26,0.05360824742268041
company_143877,26,0.05360824742268041
company_287912,26,0.05360824742268041
company_846680,26,0.05360824742268041
company_136487,26,0.05360824742268041
company_176054,26,0.05360824742268041
company_630029,26,0.05360824742268041
company_057783,26,0.05360824742268041
company_422937,26,0.05360824742268041
company_463224,26,0.05360824742268041
company_320240,26,0.05360824742268041
company_692549,26,0.05360824742268041
company_021608,26,0.05360824742268041
company_642618,26,0.05360824742268041
company_849819,26,0.05360824742268041
company_829687,26,0.05360824742268041
company_273445,26,0.05360824742268041
company_451265,26,0.05360824742268041
company_913438,26,0.05360824742268041
company_354238,26,0.05360824742268041
company_300584,26,0.05360824742268041
company_028572,26,0.05360824742268041
company_459838,25,0.05154639175257732
company_695185,25,0.05154639175257732
company_051615,25,0.05154639175257732
company_789434,25,0.05154639175257732
company_745690,25,0.05154639175257732
company_430965,25,0.05154639175257732
company_935371,25,0.05154639175257732
company_906032,25,0.05154639175257732
company_978803,25,0.05154639175257732
company_310055,25,0.05154639175257732
company_662754,25,0.05154639175257732
company_732431,25,0.05154639175257732
company_912369,25,0.05154639175257732
company_435827,25,0.05154639175257732
company_076856,25,0.05154639175257732
company_448521,25,0.05154639175257732
company_267486,25,0.05154639175257732
company_752464,24,0.049484536082474224
company_371494,24,0.049484536082474224
company_265379,24,0.049484536082474224
company_155362,24,0.049484536082474224
company_223401,24,0.049484536082474224
company_262869,24,0.049484536082474224
company_420040,24,0.049484536082474224
company_906496,24,0.049484536082474224
company_467715,24,0.049484536082474224
company_233640,24,0.049484536082474224
company_304648,24,0.049484536082474224
company_727729,24,0.049484536082474224
company_181579,24,0.049484536082474224
company_833350,24,0.049484536082474224
company_308305,23,0.04742268041237113
company_123703,23,0.04742268041237113
company_656902,23,0.04742268041237113
company_015310,23,0.04742268041237113
company_928544,23,0.04742268041237113
company_128662,23,0.04742268041237113
company_664531,23,0.04742268041237113
company_430901,23,0.04742268041237113
company_828773,23,0.04742268041237113
company_885910,23,0.04742268041237113
company_432183,23,0.04742268041237113
company_570004,23,0.04742268041237113
company_783303,23,0.04742268041237113
company_102756,23,0.04742268041237113
company_037664,23,0.04742268041237113
company_613248,23,0.04742268041237113
company_210971,23,0.04742268041237113
company_828646,23,0.04742268041237113
company_847719,23,0.04742268041237113
company_323470,22,0.04536082474226804
company_876323,22,0.04536082474226804
company_181718,22,0.04536082474226804
company_441454,22,0.04536082474226804
company_966322,22,0.04536082474226804
company_137877,22,0.04536082474226804
company_523146,22,0.04536082474226804
company_721850,22,0.04536082474226804
company_013510,22,0.04536082474226804
company_406715,22,0.04536082474226804
company_004667,22,0.04536082474226804
company_372333,22,0.04536082474226804
company_203816,22,0.04536082474226804
company_281292,22,0.04536082474226804
company_208600,22,0.04536082474226804
company_419107,22,0.04536082474226804
company_336324,22,0.04536082474226804
company_436305,22,0.04536082474226804
company_865645,22,0.04536082474226804
company_209400,22,0.04536082474226804
company_495024,22,0.04536082474226804
company_037216,22,0.04536082474226804
company_453903,22,0.04536082474226804
company_856809,22,0.04536082474226804
company_872043,22,0.04536082474226804
company_616113,22,0.04536082474226804
company_263446,22,0.04536082474226804
company_772774,22,0.04536082474226804
company_243875,22,0.04536082474226804
company_482777,21,0.04329896907216495
company_043104,21,0.04329896907216495
company_638622,21,0.04329896907216495
company_946292,21,0.04329896907216495
company_531873,21,0.04329896907216495
company_531682,21,0.04329896907216495
company_953502,21,0.04329896907216495
company_560080,21,0.04329896907216495
company_149480,21,0.04329896907216495
company_957052,21,0.04329896907216495
company_425543,21,0.04329896907216495
company_978352,21,0.04329896907216495
company_860545,21,0.04329896907216495
company_035215,21,0.04329896907216495
company_323372,21,0.04329896907216495
company_099331,21,0.04329896907216495
company_884468,21,0.04329896907216495
company_290254,21,0.04329896907216495
company_883112,21,0.04329896907216495
company_222083,21,0.04329896907216495
company_116038,21,0.04329896907216495
company_938017,21,0.04329896907216495
company_754411,21,0.04329896907216495
company_455019,21,0.04329896907216495
company_507611,21,0.04329896907216495
company_066184,21,0.04329896907216495
company_338668,21,0.04329896907216495
company_068404,21,0.04329896907216495
company_802862,21,0.04329896907216495
company_318147,20,0.041237113402061855
company_226877,20,0.041237113402061855
company_110188,20,0.041237113402061855
company_387302,20,0.041237113402061855
company_529792,20,0.041237113402061855
company_992640,20,0.041237113402061855
company_561443,20,0.041237113402061855
company_536035,20,0.041237113402061855
company_530318,20,0.041237113402061855
company_394800,20,0.041237113402061855
company_660581,20,0.041237113402061855
company_339034,20,0.041237113402061855
company_221329,20,0.041237113402061855
company_834867,20,0.041237113402061855
company_199274,20,0.041237113402061855
company_996982,20,0.041237113402061855
company_447204,20,0.041237113402061855
company_648243,20,0.041237113402061855
company_015272,20,0.041237113402061855
company_371720,20,0.041237113402061855
company_931595,20,0.041237113402061855
company_761683,20,0.041237113402061855
company_280945,20,0.041237113402061855
company_143596,20,0.041237113402061855
company_125952,20,0.041237113402061855
company_425708,19,0.03917525773195876
company_177276,19,0.03917525773195876
company_175512,19,0.03917525773195876
company_045062,19,0.03917525773195876
company_482724,19,0.03917525773195876
company_324063,19,0.03917525773195876
company_230806,19,0.03917525773195876
company_389222,19,0.03917525773195876
company_096115,19,0.03917525773195876
company_235174,19,0.03917525773195876
company_047142,19,0.03917525773195876
company_300376,19,0.03917525773195876
company_261377,19,0.03917525773195876
company_262537,19,0.03917525773195876
company_088581,19,0.03917525773195876
company_453536,19,0.03917525773195876
company_036934,19,0.03917525773195876
company_451638,19,0.03917525773195876
company_756577,19,0.03917525773195876
company_778791,19,0.03917525773195876
company_923601,19,0.03917525773195876
company_686373,19,0.03917525773195876
company_193836,19,0.03917525773195876
company_154833,19,0.03917525773195876
company_251105,19,0.03917525773195876
company_267356,19,0.03917525773195876
company_116175,19,0.03917525773195876
company_019753,19,0.03917525773195876
company_329564,19,0.03917525773195876
company_157822,19,0.03917525773195876
company_981747,19,0.03917525773195876
company_877218,19,0.03917525773195876
company_397496,19,0.03917525773195876
company_750385,19,0.03917525773195876
company_415983,19,0.03917525773195876
company_531590,18,0.03711340206185567
company_508438,18,0.03711340206185567
company_572543,18,0.03711340206185567
company_938927,18,0.03711340206185567
company_164483,18,0.03711340206185567
company_358176,18,0.03711340206185567
company_257367,18,0.03711340206185567
company_461320,18,0.03711340206185567
company_649373,18,0.03711340206185567
company_950499,18,0.03711340206185567
company_729224,18,0.03711340206185567
company_337212,18,0.03711340206185567
company_316313,18,0.03711340206185567
company_324129,18,0.03711340206185567
company_345907,18,0.03711340206185567
company_581796,18,0.03711340206185567
company_608049,18,0.03711340206185567
company_776231,18,0.03711340206185567
company_051148,18,0.03711340206185567
company_074852,18,0.03711340206185567
company_135536,18,0.03711340206185567
company_379675,18,0.03711340206185567
company_182691,18,0.03711340206185567
company_146340,18,0.03711340206185567
company_069151,18,0.03711340206185567
company_639818,18,0.03711340206185567
company_050359,18,0.03711340206185567
company_538587,18,0.03711340206185567
company_436271,18,0.03711340206185567
company_515425,18,0.03711340206185567
company_233424,18,0.03711340206185567
company_608801,18,0.03711340206185567
company_554932,18,0.03711340206185567
company_487765,18,0.03711340206185567
company_661642,18,0.03711340206185567
company_250688,18,0.03711340206185567
company_528183,18,0.03711340206185567
company_281622,18,0.03711340206185567
company_995916,18,0.03711340206185567
company_888022,18,0.03711340206185567
company_329454,18,0.03711340206185567
company_097855,18,0.03711340206185567
company_535450,18,0.03711340206185567
company_729359,18,0.03711340206185567
company_629489,18,0.03711340206185567
company_938328,18,0.03711340206185567
company_018050,18,0.03711340206185567
company_452610,18,0.03711340206185567
company_605998,18,0.03711340206185567
company_251412,18,0.03711340206185567
company_787861,18,0.03711340206185567
company_734375,17,0.03505154639175258
company_414914,17,0.03505154639175258
company_795543,17,0.03505154639175258
company_518010,17,0.03505154639175258
company_983789,17,0.03505154639175258
company_704401,17,0.03505154639175258
company_504657,17,0.03505154639175258
company_257882,17,0.03505154639175258
company_670029,17,0.03505154639175258
company_478195,17,0.03505154639175258
company_470355,17,0.03505154639175258
company_996441,17,0.03505154639175258
company_608539,17,0.03505154639175258
company_287878,17,0.03505154639175258
company_929647,17,0.03505154639175258
company_167166,17,0.03505154639175258
company_677673,17,0.03505154639175258
company_150998,17,0.03505154639175258
company_074430,17,0.03505154639175258
company_749218,17,0.03505154639175258
company_829009,17,0.03505154639175258
company_049388,17,0.03505154639175258
company_853120,17,0.03505154639175258
company_489680,17,0.03505154639175258
company_641838,17,0.03505154639175258
company_977526,17,0.03505154639175258
company_128347,17,0.03505154639175258
company_612236,17,0.03505154639175258
company_203267,17,0.03505154639175258
company_720364,17,0.03505154639175258
company_566166,17,0.03505154639175258
company_884565,17,0.03505154639175258
company_664200,17,0.03505154639175258
company_386756,17,0.03505154639175258
company_595316,17,0.03505154639175258
company_785179,17,0.03505154639175258
company_217467,17,0.03505154639175258
company_275602,17,0.03505154639175258
company_614380,17,0.03505154639175258
company_762914,17,0.03505154639175258
company_932729,17,0.03505154639175258
company_023788,17,0.03505154639175258
company_567470,17,0.03505154639175258
company_137392,17,0.03505154639175258
company_515871,17,0.03505154639175258
company_255424,17,0.03505154639175258
company_516061,17,0.03505154639175258
company_030366,17,0.03505154639175258
company_657673,16,0.032989690721649485
company_393824,16,0.032989690721649485
company_084179,16,0.032989690721649485
company_929067,16,0.032989690721649485
company_295753,16,0.032989690721649485
company_884140,16,0.032989690721649485
company_863443,16,0.032989690721649485
company_207960,16,0.032989690721649485
company_329156,16,0.032989690721649485
company_675887,16,0.032989690721649485
company_395521,16,0.032989690721649485
company_198834,16,0.032989690721649485
company_843711,16,0.032989690721649485
company_345294,16,0.032989690721649485
company_729920,16,0.032989690721649485
company_781221,16,0.032989690721649485
company_890738,16,0.032989690721649485
company_143909,16,0.032989690721649485
company_177485,16,0.032989690721649485
company_635090,16,0.032989690721649485
company_792737,16,0.032989690721649485
company_873830,16,0.032989690721649485
company_118141,16,0.032989690721649485
company_906364,16,0.032989690721649485
company_643722,16,0.032989690721649485
company_248732,16,0.032989690721649485
company_368117,16,0.032989690721649485
company_680132,16,0.032989690721649485
company_818501,16,0.032989690721649485
company_491608,16,0.032989690721649485
company_441609,16,0.032989690721649485
company_488943,16,0.032989690721649485
company_250433,16,0.032989690721649485
company_018558,16,0.032989690721649485
company_131484,16,0.032989690721649485
company_742809,16,0.032989690721649485
company_450440,16,0.032989690721649485
company_153483,16,0.032989690721649485
company_833359,16,0.032989690721649485
company_519871,16,0.032989690721649485
company_975503,16,0.032989690721649485
company_800419,16,0.032989690721649485
company_249525,16,0.032989690721649485
company_128868,16,0.032989690721649485
company_079064,16,0.032989690721649485
company_111386,16,0.032989690721649485
company_547883,16,0.032989690721649485
company_030017,16,0.032989690721649485
company_317864,16,0.032989690721649485
company_999807,16,0.032989690721649485
company_881984,16,0.032989690721649485
company_236492,16,0.032989690721649485
company_914209,16,0.032989690721649485
company_006536,16,0.032989690721649485
company_512248,16,0.032989690721649485
company_801945,16,0.032989690721649485
company_783723,16,0.032989690721649485
company_914459,16,0.032989690721649485
company_205000,15,0.030927835051546393
company_577281,15,0.030927835051546393
company_462250,15,0.030927835051546393
company_606688,15,0.030927835051546393
company_268622,15,0.030927835051546393
company_431485,15,0.030927835051546393
company_209422,15,0.030927835051546393
company_026533,15,0.030927835051546393
company_594766,15,0.030927835051546393
company_216701,15,0.030927835051546393
company_340716,15,0.030927835051546393
company_107213,15,0.030927835051546393
company_330085,15,0.030927835051546393
company_240612,15,0.030927835051546393
company_748290,15,0.030927835051546393
company_326177,15,0.030927835051546393
company_713875,15,0.030927835051546393
company_939855,15,0.030927835051546393
company_361215,15,0.030927835051546393
company_247439,15,0.030927835051546393
company_903728,15,0.030927835051546393
company_375971,15,0.030927835051546393
company_943637,15,0.030927835051546393
company_234936,15,0.030927835051546393
company_785027,15,0.030927835051546393
company_830629,15,0.030927835051546393
company_816305,15,0.030927835051546393
company_518181,15,0.030927835051546393
company_141028,15,0.030927835051546393
company_963257,15,0.030927835051546393
company_712454,15,0.030927835051546393
company_549122,15,0.030927835051546393
company_245925,15,0.030927835051546393
company_418160,15,0.030927835051546393
company_616036,15,0.030927835051546393
company_438353,15,0.030927835051546393
company_810410,15,0.030927835051546393
company_898145,15,0.030927835051546393
company_831005,15,0.030927835051546393
company_067788,15,0.030927835051546393
company_315076,15,0.030927835051546393
company_847237,15,0.030927835051546393
company_973289,15,0.030927835051546393
company_792305,15,0.030927835051546393
company_209391,15,0.030927835051546393
company_067602,15,0.030927835051546393
company_130638,15,0.030927835051546393
company_729093,15,0.030927835051546393
company_105689,15,0.030927835051546393
company_397269,15,0.030927835051546393
company_530683,15,0.030927835051546393
company_158979,15,0.030927835051546393
company_473677,15,0.030927835051546393
company_606538,15,0.030927835051546393
company_186374,15,0.030927835051546393
company_475574,15,0.030927835051546393
company_280695,15,0.030927835051546393
company_384699,15,0.030927835051546393
company_071014,15,0.030927835051546393
company_846035,15,0.030927835051546393
company_681668,15,0.030927835051546393
company_305135,15,0.030927835051546393
company_257332,15,0.030927835051546393
company_419068,15,0.030927835051546393
company_009969,15,0.030927835051546393
company_306375,15,0.030927835051546393
company_322019,15,0.030927835051546393
company_290659,15,0.030927835051546393
company_770545,15,0.030927835051546393
company_435036,15,0.030927835051546393
company_039101,15,0.030927835051546393
company_043695,15,0.030927835051546393
company_901250,15,0.030927835051546393
company_328076,15,0.030927835051546393
company_301336,15,0.030927835051546393
company_752030,15,0.030927835051546393
company_558075,14,0.0288659793814433
company_149094,14,0.0288659793814433
company_692591,14,0.0288659793814433
company_500574,14,0.0288659793814433
company_634884,14,0.0288659793814433
company_463574,14,0.0288659793814433
company_233550,14,0.0288659793814433
company_192348,14,0.0288659793814433
company_306733,14,0.0288659793814433
company_095184,14,0.0288659793814433
company_754057,14,0.0288659793814433
company_575327,14,0.0288659793814433
company_882695,14,0.0288659793814433
company_370090,14,0.0288659793814433
company_830554,14,0.0288659793814433
company_870705,14,0.0288659793814433
company_857751,14,0.0288659793814433
company_819417,14,0.0288659793814433
company_989059,14,0.0288659793814433
company_817491,14,0.0288659793814433
company_226644,14,0.0288659793814433
company_875038,14,0.0288659793814433
company_788431,14,0.0288659793814433
company_005683,14,0.0288659793814433
company_443679,14,0.0288659793814433
company_447293,14,0.0288659793814433
company_202163,14,0.0288659793814433
company_721948,14,0.0288659793814433
company_797776,14,0.0288659793814433
company_448655,14,0.0288659793814433
company_478344,14,0.0288659793814433
company_373491,14,0.0288659793814433
company_520807,14,0.0288659793814433
company_982681,14,0.0288659793814433
company_012924,14,0.0288659793814433
company_962090,14,0.0288659793814433
company_698704,14,0.0288659793814433
company_966223,14,0.0288659793814433
company_454264,14,0.0288659793814433
company_389002,14,0.0288659793814433
company_369672,14,0.0288659793814433
company_417677,14,0.0288659793814433
company_588640,14,0.0288659793814433
company_285117,14,0.0288659793814433
company_860511,14,0.0288659793814433
company_643519,14,0.0288659793814433
company_356402,14,0.0288659793814433
company_540523,14,0.0288659793814433
company_326693,14,0.0288659793814433
company_322073,14,0.0288659793814433
company_556287,14,0.0288659793814433
company_547885,14,0.0288659793814433
company_520493,14,0.0288659793814433
company_884921,14,0.0288659793814433
company_048880,14,0.0288659793814433
company_433460,14,0.0288659793814433
company_887444,14,0.0288659793814433
company_437930,14,0.0288659793814433
company_382848,14,0.0288659793814433
company_552268,14,0.0288659793814433
company_191733,14,0.0288659793814433
company_704070,14,0.0288659793814433
company_271667,14,0.0288659793814433
company_821980,14,0.0288659793814433
company_588027,14,0.0288659793814433
company_121464,14,0.0288659793814433
company_699181,14,0.0288659793814433
company_226991,14,0.0288659793814433
company_481541,14,0.0288659793814433
company_708267,14,0.0288659793814433
company_928536,14,0.0288659793814433
company_414681,14,0.0288659793814433
company_241747,14,0.0288659793814433
company_782382,14,0.0288659793814433
company_050302,14,0.0288659793814433
company_589323,14,0.0288659793814433
company_092203,14,0.0288659793814433
company_402211,14,0.0288659793814433
company_635690,14,0.0288659793814433
company_992551,14,0.0288659793814433
company_726070,14,0.0288659793814433
company_005179,14,0.0288659793814433
company_522307,14,0.0288659793814433
company_592468,14,0.0288659793814433
company_361244,14,0.0288659793814433
company_238680,14,0.0288659793814433
company_505513,14,0.0288659793814433
company_263485,14,0.0288659793814433
company_156417,14,0.0288659793814433
company_192691,14,0.0288659793814433
company_469693,14,0.0288659793814433
company_643318,14,0.0288659793814433
company_118428,14,0.0288659793814433
company_839118,14,0.0288659793814433
company_773074,14,0.0288659793814433
company_517239,14,0.0288659793814433
company_977441,14,0.0288659793814433
company_472749,14,0.0288659793814433
company_380030,14,0.0288659793814433
company_635701,14,0.0288659793814433
company_418398,14,0.0288659793814433
company_654200,14,0.0288659793814433
company_923879,14,0.0288659793814433
company_564372,14,0.0288659793814433
company_237470,14,0.0288659793814433
company_957537,13,0.026804123711340205
company_964822,13,0.026804123711340205
company_075234,13,0.026804123711340205
company_647237,13,0.026804123711340205
company_459693,13,0.026804123711340205
company_037245,13,0.026804123711340205
company_563618,13,0.026804123711340205
company_635533,13,0.026804123711340205
company_798349,13,0.026804123711340205
company_714282,13,0.026804123711340205
company_988180,13,0.026804123711340205
company_685364,13,0.026804123711340205
company_200974,13,0.026804123711340205
company_043634,13,0.026804123711340205
company_762775,13,0.026804123711340205
company_045408,13,0.026804123711340205
company_190474,13,0.026804123711340205
company_425371,13,0.026804123711340205
company_027705,13,0.026804123711340205
company_501566,13,0.026804123711340205
company_599622,13,0.026804123711340205
company_298524,13,0.026804123711340205
company_803656,13,0.026804123711340205
company_542789,13,0.026804123711340205
company_130728,13,0.026804123711340205
company_734259,13,0.026804123711340205
company_643075,13,0.026804123711340205
company_500894,13,0.026804123711340205
company_675000,13,0.026804123711340205
company_387864,13,0.026804123711340205
company_982527,13,0.026804123711340205
company_399637,13,0.026804123711340205
company_972996,13,0.026804123711340205
company_987731,13,0.026804123711340205
company_923635,13,0.026804123711340205
company_385307,13,0.026804123711340205
company_709270,13,0.026804123711340205
company_218953,13,0.026804123711340205
company_636532,13,0.026804123711340205
company_035373,13,0.026804123711340205
company_015283,13,0.026804123711340205
company_227089,13,0.026804123711340205
company_339927,13,0.026804123711340205
company_831529,13,0.026804123711340205
company_298406,13,0.026804123711340205
company_154546,13,0.026804123711340205
company_757940,13,0.026804123711340205
company_228760,13,0.026804123711340205
company_220757,13,0.026804123711340205
company_965034,13,0.026804123711340205
company_733712,13,0.026804123711340205
company_123935,13,0.026804123711340205
company_030987,13,0.026804123711340205
company_101479,13,0.026804123711340205
company_385938,13,0.026804123711340205
company_590623,13,0.026804123711340205
company_282719,13,0.026804123711340205
company_015198,13,0.026804123711340205
company_716535,13,0.026804123711340205
company_392302,13,0.026804123711340205
company_337875,13,0.026804123711340205
company_253133,13,0.026804123711340205
company_271615,13,0.026804123711340205
company_501744,13,0.026804123711340205
company_492759,13,0.026804123711340205
company_044837,13,0.026804123711340205
company_150477,13,0.026804123711340205
company_756484,13,0.026804123711340205
company_021024,13,0.026804123711340205
company_959303,13,0.026804123711340205
company_163285,13,0.026804123711340205
company_989543,13,0.026804123711340205
company_107378,13,0.026804123711340205
company_858396,13,0.026804123711340205
company_252761,13,0.026804123711340205
company_498078,13,0.026804123711340205
company_599583,13,0.026804123711340205
company_250410,13,0.026804123711340205
company_485045,13,0.026804123711340205
company_062074,13,0.026804123711340205
company_792641,13,0.026804123711340205
company_056458,13,0.026804123711340205
company_695153,13,0.026804123711340205
company_554270,13,0.026804123711340205
company_731938,13,0.026804123711340205
company_225072,13,0.026804123711340205
company_869632,13,0.026804123711340205
company_227631,13,0.026804123711340205
company_873283,13,0.026804123711340205
