city,city_hot_count,city_hot_norm,is_high_activity
Z182,298,0.011560693641618497,0
T526,298,0.011560693641618497,0
U289,298,0.011560693641618497,0
M857,298,0.011560693641618497,0
K571,298,0.011560693641618497,0
H187,298,0.011560693641618497,0
Y528,298,0.011560693641618497,0
S503,298,0.011560693641618497,0
V726,298,0.011560693641618497,0
V365,298,0.011560693641618497,0
G129,298,0.011560693641618497,0
Q095,298,0.011560693641618497,0
U038,298,0.011560693641618497,0
Y255,298,0.011560693641618497,0
L599,298,0.011560693641618497,0
Z196,298,0.011560693641618497,0
A155,298,0.011560693641618497,0
T061,298,0.011560693641618497,0
E551,298,0.011560693641618497,0
N821,298,0.011560693641618497,0
A050,298,0.011560693641618497,0
H610,298,0.011560693641618497,0
D672,298,0.011560693641618497,0
B826,298,0.011560693641618497,0
L088,297,0.011521899367653334,0
R141,297,0.011521899367653334,0
E727,297,0.011521899367653334,0
P713,297,0.011521899367653334,0
J351,297,0.011521899367653334,0
V079,297,0.011521899367653334,0
N377,297,0.011521899367653334,0
N164,297,0.011521899367653334,0
H442,297,0.011521899367653334,0
D762,297,0.011521899367653334,0
D906,297,0.011521899367653334,0
P193,297,0.011521899367653334,0
T815,297,0.011521899367653334,0
R885,297,0.011521899367653334,0
X536,297,0.011521899367653334,0
E498,297,0.011521899367653334,0
Z789,297,0.011521899367653334,0
I282,297,0.011521899367653334,0
U125,297,0.011521899367653334,0
U692,297,0.011521899367653334,0
Q163,297,0.011521899367653334,0
D475,297,0.011521899367653334,0
X232,297,0.011521899367653334,0
E027,297,0.011521899367653334,0
I784,297,0.011521899367653334,0
X066,297,0.011521899367653334,0
G282,297,0.011521899367653334,0
S295,297,0.011521899367653334,0
B748,297,0.011521899367653334,0
A717,297,0.011521899367653334,0
Y034,297,0.011521899367653334,0
T766,297,0.011521899367653334,0
N476,297,0.011521899367653334,0
G380,297,0.011521899367653334,0
P543,297,0.011521899367653334,0
D490,297,0.011521899367653334,0
M108,297,0.011521899367653334,0
F659,297,0.011521899367653334,0
V829,297,0.011521899367653334,0
K132,297,0.011521899367653334,0
C070,297,0.011521899367653334,0
D881,296,0.011483105093688172,0
R775,296,0.011483105093688172,0
P623,296,0.011483105093688172,0
O641,296,0.011483105093688172,0
D821,296,0.011483105093688172,0
P851,296,0.011483105093688172,0
Y359,296,0.011483105093688172,0
I730,296,0.011483105093688172,0
B729,296,0.011483105093688172,0
O344,296,0.011483105093688172,0
D051,296,0.011483105093688172,0
R251,296,0.011483105093688172,0
S124,296,0.011483105093688172,0
M907,296,0.011483105093688172,0
Y531,296,0.011483105093688172,0
F469,296,0.011483105093688172,0
M060,296,0.011483105093688172,0
B873,296,0.011483105093688172,0
G575,296,0.011483105093688172,0
Z731,296,0.011483105093688172,0
Y532,296,0.011483105093688172,0
S500,296,0.011483105093688172,0
P548,296,0.011483105093688172,0
Y434,296,0.011483105093688172,0
L086,296,0.011483105093688172,0
B574,296,0.011483105093688172,0
C815,296,0.011483105093688172,0
L802,296,0.011483105093688172,0
R988,296,0.011483105093688172,0
W055,296,0.011483105093688172,0
Y495,296,0.011483105093688172,0
B455,296,0.011483105093688172,0
F958,296,0.011483105093688172,0
F554,296,0.011483105093688172,0
V404,296,0.011483105093688172,0
E057,296,0.011483105093688172,0
U192,296,0.011483105093688172,0
M247,296,0.011483105093688172,0
C144,296,0.011483105093688172,0
E416,296,0.011483105093688172,0
B474,296,0.011483105093688172,0
B674,296,0.011483105093688172,0
A845,296,0.011483105093688172,0
R635,296,0.011483105093688172,0
W396,296,0.011483105093688172,0
K294,296,0.011483105093688172,0
O576,296,0.011483105093688172,0
Q821,296,0.011483105093688172,0
S764,296,0.011483105093688172,0
W657,296,0.011483105093688172,0
V042,296,0.011483105093688172,0
L161,296,0.011483105093688172,0
K909,296,0.011483105093688172,0
E956,295,0.01144431081972301,0
S732,295,0.01144431081972301,0
I426,295,0.01144431081972301,0
N737,295,0.01144431081972301,0
S655,295,0.01144431081972301,0
P353,295,0.01144431081972301,0
T818,295,0.01144431081972301,0
G691,295,0.01144431081972301,0
S546,295,0.01144431081972301,0
W805,295,0.01144431081972301,0
C354,295,0.01144431081972301,0
I485,295,0.01144431081972301,0
V883,295,0.01144431081972301,0
B470,295,0.01144431081972301,0
O776,295,0.01144431081972301,0
X673,295,0.01144431081972301,0
R494,295,0.01144431081972301,0
R105,295,0.01144431081972301,0
J532,295,0.01144431081972301,0
L977,295,0.01144431081972301,0
V625,295,0.01144431081972301,0
G904,295,0.01144431081972301,0
K845,295,0.01144431081972301,0
O621,295,0.01144431081972301,0
I345,295,0.01144431081972301,0
Y770,295,0.01144431081972301,0
E072,294,0.011405516545757846,0
S750,294,0.011405516545757846,0
N914,294,0.011405516545757846,0
H696,294,0.011405516545757846,0
N273,294,0.011405516545757846,0
I219,294,0.011405516545757846,0
J722,294,0.011405516545757846,0
I705,294,0.011405516545757846,0
D767,294,0.011405516545757846,0
G022,294,0.011405516545757846,0
Q598,294,0.011405516545757846,0
J232,294,0.011405516545757846,0
Q828,294,0.011405516545757846,0
G065,294,0.011405516545757846,0
O525,294,0.011405516545757846,0
Z581,294,0.011405516545757846,0
W029,294,0.011405516545757846,0
R761,294,0.011405516545757846,0
B383,294,0.011405516545757846,0
Z450,294,0.011405516545757846,0
U072,293,0.011366722271792683,0
J130,293,0.011366722271792683,0
G378,293,0.011366722271792683,0
S668,293,0.011366722271792683,0
H574,293,0.011366722271792683,0
J565,293,0.011366722271792683,0
S198,293,0.011366722271792683,0
J037,293,0.011366722271792683,0
B623,293,0.011366722271792683,0
J674,293,0.011366722271792683,0
L015,293,0.011366722271792683,0
M697,293,0.011366722271792683,0
Q985,293,0.011366722271792683,0
K389,293,0.011366722271792683,0
B055,293,0.011366722271792683,0
S808,293,0.011366722271792683,0
T739,293,0.011366722271792683,0
N780,292,0.01132792799782752,0
K628,292,0.01132792799782752,0
Z463,292,0.01132792799782752,0
M101,292,0.01132792799782752,0
V754,292,0.01132792799782752,0
B736,292,0.01132792799782752,0
H913,292,0.01132792799782752,0
A685,292,0.01132792799782752,0
U561,292,0.01132792799782752,0
B608,292,0.01132792799782752,0
G328,292,0.01132792799782752,0
X798,292,0.01132792799782752,0
J470,292,0.01132792799782752,0
C675,291,0.011289133723862359,0
S413,291,0.011289133723862359,0
R083,291,0.011289133723862359,0
Q531,291,0.011289133723862359,0
Y784,291,0.011289133723862359,0
C326,291,0.011289133723862359,0
L623,291,0.011289133723862359,0
W665,291,0.011289133723862359,0
R230,291,0.011289133723862359,0
O323,291,0.011289133723862359,0
D460,290,0.011250339449897196,0
D832,290,0.011250339449897196,0
W405,290,0.011250339449897196,0
A295,290,0.011250339449897196,0
Z347,290,0.011250339449897196,0
E174,290,0.011250339449897196,0
A497,290,0.011250339449897196,0
B733,289,0.011211545175932033,0
R646,289,0.011211545175932033,0
U555,289,0.011211545175932033,0
B369,289,0.011211545175932033,0
P512,288,0.01117275090196687,0
U827,288,0.01117275090196687,0
S335,287,0.011133956628001707,0
B937,287,0.011133956628001707,0
Y788,287,0.011133956628001707,0
M585,287,0.011133956628001707,0
A149,287,0.011133956628001707,0
D899,287,0.011133956628001707,0
O145,287,0.011133956628001707,0
S759,286,0.011095162354036544,0
C023,286,0.011095162354036544,0
R387,286,0.011095162354036544,0
K641,286,0.011095162354036544,0
Z251,285,0.011056368080071382,0
U183,284,0.01101757380610622,0
X246,283,0.010978779532141056,0
Q027,283,0.010978779532141056,0
L961,283,0.010978779532141056,0
O309,283,0.010978779532141056,0
P711,282,0.010939985258175893,0
F106,282,0.010939985258175893,0
C180,281,0.01090119098421073,0
N629,280,0.010862396710245567,0
S650,280,0.010862396710245567,0
M738,279,0.010823602436280406,0
R246,278,0.010784808162315243,0
W147,278,0.010784808162315243,0
P559,277,0.01074601388835008,0
A195,275,0.010668425340419754,0
V996,274,0.01062963106645459,0
C324,273,0.01059083679248943,0
A181,271,0.010513248244559103,0
S297,270,0.01047445397059394,0
S303,270,0.01047445397059394,0
O354,270,0.01047445397059394,0
F446,263,0.0102028940528378,0
H800,255,0.0098925398611165,0
X058,235,0.009116654381813244,0
V403,225,0.008728711642161617,0
D210,224,0.008689917368196454,0
A570,216,0.008379563176475152,0
P202,199,0.007720060519067385,0
C168,162,0.006284672382356364,0
I254,141,0.005469992629087947,0
Z181,138,0.005353609807192458,0
J879,136,0.005276021259262133,0
D005,124,0.00481048997168018,0
V411,119,0.004616518601854367,0
D016,119,0.004616518601854367,0
J844,71,0.002754393451526555,0
D178,67,0.0025992163556659035,0
J450,64,0.0024828335337704153,0
U585,61,0.0023664507118749275,0
H637,50,0.001939713698258137,0
M732,37,0.0014353881367110215,0
B249,28,0.0010862396710245568,0
G762,20,0.0007758854793032549,0
Z530,19,0.0007370912053380921,0
C155,12,0.0004655312875819529,0
