job_title,job_avg_experience_rank,job_experience_threshold,job_avg_education_rank,job_education_threshold,job_comprehensive_threshold,job_hot_count
da71731d2b0fbc1fdc208c3da183f23aFJ,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
4c00fcaf7522964bfbc088bebae91be5Tp,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
ee17d526bdec63765ce429212b8e1149dD,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
ac9a874f949ca7fbf373b61de5851a8ekz,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
6e6daddb7109f56d8f2b5fe36d2b663fKX,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
102113c525ef006d99e07c5ac379a324sq,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
44526779126fd432b01dc37efbab727aBE,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
d37bea72b65cba70a6bc23b838b65415SY,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
4720d3cbd8677b37b0dc5925b4029549lX,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
d2e0c6553f837b24d96668d7581eec84RA,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
7b28a3a4195a0994eaa73808acdba956kg,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
1b0228e717803c9decddac660d8b02e1nE,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
591b0eec54425367c845fe284007d68bmc,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
7ae8e9f78f4bbdaae716c739087f647cXk,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
e1a67591e97d91efa9d0f3965d4ac163zw,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
906540dc0a166a06ac4e053322229ea4im,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
7c3597da9d9919c0d49aea90c0be0feeLb,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
6937bc3e8a441f8f94860f52165a3680yu,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
6a7048f9a3abef57f6cdfdd8d0d3416ciD,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
6abf7907f032cb52d319aec07fd3f291aP,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
1c0670ad0abd9cf5e6cfb7aa59978fc7jM,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
2465576760702a0921fe66bce51e8e2fSw,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
86c3570ef323a81bbcced6d482e57c37QS,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
e57f77eb9d326b058683b7af8f4bccd8qM,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
faa6905db740f63b893ba74ee970e14fQo,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
38f3808efb6e5b6c6770cd90c59af565MU,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
676d0f4e809ebf1adf6b4241af02cbecZO,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
a606d591796a6a81c7cf072a74cc51feyY,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
beda011bcc846039c47ee8f8f99206e0en,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
d3eef8d8b13bc9e9ec1d4df4fbb96866TS,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
5519ea949e464584d50ba04620e86a8fYz,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
0cb54e1cdab8924287e8dfb87a350620kE,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
e67c7ebf597dc18faa337057c29ea7f5Qb,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
eb9d15e5be1e74351207f33f60f33542eZ,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
6a33f4a34e6e03d84899192980410ad4uu,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
538881e64b37ffd9fea63708dedcd3a3Up,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
2c2698e7f0bd903e93cda36057c92b92zG,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
ff117fba6d04b93b70df4e5e9052a4d0tI,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
8c942ef5b945c98a886d2d83a2b8c4f3eO,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
9867886c9f930268f18b496a6605da15vk,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
6551ba6dd7204c01585c2cb9a669c434Ju,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
03f1e215c00b49aefd63c5f99b3ccaa4Yu,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
86b65c14ff6024fad6f06a7e4de5cdbdTS,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
75b71b8c2bc1d89bf4566e2f4781596dJf,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
63322b9ce71529497ec27eea2c5b09d0fn,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
936f4c77a07a56d5390fbffbaafa420djp,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
1498a57c465bc46354ed3057632b441fji,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
88bcb9a4f484e9ec95462d5b2a034300BN,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
ddc14fab12ee331e0bc59e118581cc07wh,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
25fba4e6a9140b59fc39357e64c3e9a4aU,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
c59beee08e081d9edb71b182e547819fvP,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
a2bff5dac8603bec4ef3d671e30c98ecIr,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
49db3eb51bf68253fb01c4d6425f797fHJ,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
9b3144e19b411beefcf988d7e2555ce9JH,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
3f64204c450723ee34a396ed57f05829vs,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
f91e32f014160ed4cf492f4fb167517bbq,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
509fc26050f1433dd9baf56cfe91c111vF,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
eaaf88def1e365c1360c32a96d737c98we,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
6c40c56c9f5dda97251c423bc43a5861Sh,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
d7ce0de65a7084fa32d9feaf586289b2ar,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
50015e192aa02d0009865dc04ead45caRA,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
5c933073b309ebb0c463ff0918b8c372be,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
cd57e0ea39f83b0b4b90210ca2eb5798aN,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
d90928e3a84da9049505ec08b494ca8awF,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
1f171fa3e7c4d1b9f4ccb10ef263239aqo,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
96d4933eb9cb54e04812723187578fcblr,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
e62a7d6009952a7aa5927146e9a3307eTV,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
b5af5b1193258645913e829c3342406cZV,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
c569d74aa34f88c2a6349ced57094425rL,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
164f5e64a492f4c3c0e08eaf7e02009cTn,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
2e865ea45660349376bfddb8efda5cecmh,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
4c63bcfea8beace0f898550448402336bd,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
d992e5171b64c2147915f927aeae859dOY,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
499de12a9996f2c8566974e02c84749eoi,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
0e1d65126c5d87d02cd36f27e8a36edaiB,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
489d07149252fa55cadbe80ef77134f3NI,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
0e158beec145c72f49b3eec4f61986ecxV,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
ebbbaf27be584ec10c159cb651b0b99bOO,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
f87bd996db5a1e5054691b8b128d84aaHL,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
81414761c324312504077be625aca6cfoj,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
71f5303d5252035ad1a8f10ea3667afcTF,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
b255622a2eb54e50f4beb7bfa2ebf550Tj,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
e683719b73d2a6693d59a7165761b0abVm,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
5a56b311e0eaa892a3c497371d7aeda5gU,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
cf79b6e83adfd28c0ecf607c895a166cRB,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
953f28843f415b01ca2665242258697feC,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
cfe9470e87d230826bd1956a5ceb7404Pu,10.0,10.0,11.0,9.166666666666666,9.583333333333332,1
461c81f854421e14c6c952cb8db585eeSY,9.0,9.0,12.0,10.0,9.5,1
7b8688991c73a265cdbce5308358477aeY,9.0,9.0,12.0,10.0,9.5,1
81824321d6fd529ce2972aa81f52e363kM,9.0,9.0,12.0,10.0,9.5,1
7b663a759b33a16f85d669ea3d1d4c5aXJ,9.0,9.0,12.0,10.0,9.5,1
46416494294c7f12c717e97bde60d824YA,9.0,9.0,12.0,10.0,9.5,1
7ffbdc9d7713390391d3673dfce63d47pn,9.0,9.0,12.0,10.0,9.5,1
993f0c0a28f71a0889e56c0ee3bf1cdfwb,9.0,9.0,12.0,10.0,9.5,1
ed0dc820a7d8be811184a62d934dbdeclv,9.0,9.0,12.0,10.0,9.5,1
0421b56757006f6b1bbcd4ed0ed318d0YE,9.0,9.0,12.0,10.0,9.5,1
7bbb24cae798ebeec2709df5a0b8f95eJI,9.0,9.0,12.0,10.0,9.5,1
55a5cbf1681472a49f23733ee18ea916XV,9.0,9.0,12.0,10.0,9.5,1
12bc2f161b6d28f445f3ce9ee778b327uu,9.0,9.0,12.0,10.0,9.5,1
67e78a3021b7c6d7dae7cbb82883742ajT,9.0,9.0,12.0,10.0,9.5,1
acdff44ba602c8118e01975f4c27b545gy,9.0,9.0,12.0,10.0,9.5,1
24571d4855c694d261003789b51534dfPC,9.0,9.0,12.0,10.0,9.5,1
2ea4d1a3903e82f3e18db7c2bb5d5f72Af,9.0,9.0,12.0,10.0,9.5,1
0905470de2ff83c0abe0c4a609e9bd9dQl,9.0,9.0,12.0,10.0,9.5,1
a4799d7c21a5a390898c01172b052433fI,9.0,9.0,12.0,10.0,9.5,1
362d9f04f7d167548d9fba90b906b3a0Du,9.0,9.0,12.0,10.0,9.5,1
3ab98931cc7bee2589a267a1bc4f8244mx,9.0,9.0,12.0,10.0,9.5,1
ea1f95c8038fb86483e147de91100328zc,9.0,9.0,12.0,10.0,9.5,1
ae710857f1ed95104b77d74d29b3040aiI,9.0,9.0,12.0,10.0,9.5,1
fdc8f83ce6e7f6f88b8c594dd7da43d4mG,9.0,9.0,12.0,10.0,9.5,1
6f7fc253afb0211da357a64070766672cL,9.0,9.0,12.0,10.0,9.5,1
eb728696081ce612e3becdb5ed3fd34ebR,9.0,9.0,12.0,10.0,9.5,1
53298bc6c23ce48e6b178b0babeb3210qU,9.0,9.0,12.0,10.0,9.5,1
e5b765a0fa8e90d51b7df17420763639BV,9.0,9.0,12.0,10.0,9.5,1
e02c89f7a8ffec5740742e76d7549f69MZ,9.0,9.0,12.0,10.0,9.5,1
7a0c28d91b64e9bf61f463c4c4729436Fj,9.0,9.0,12.0,10.0,9.5,1
6d7e56998ed07326060e5463d1ec6eabvm,9.0,9.0,12.0,10.0,9.5,1
fe49056b78fe456d07318dc74cd8e891On,9.0,9.0,12.0,10.0,9.5,1
f79b9db4b7bf0580844cce8882288ee8bi,9.0,9.0,12.0,10.0,9.5,1
00a31f5468c1a49b1436eb75a31e6a76YX,9.0,9.0,12.0,10.0,9.5,1
3e9a019c4770dd576c532b6aff1f8b14Xz,9.0,9.0,12.0,10.0,9.5,1
1d560ea47233061e15ddfbb2e3062f05Vy,9.0,9.0,12.0,10.0,9.5,1
5e0e195be5e8bcb125a77763e489ba39iA,9.0,9.0,12.0,10.0,9.5,1
023544a05dd125eb32f2e48efbed0aa6Ya,9.0,9.0,12.0,10.0,9.5,1
62659bdb7b59a96b78cdba9440e580fcep,9.0,9.0,12.0,10.0,9.5,1
7ffb9483429d36677c7a831f39f2b179HB,9.0,9.0,12.0,10.0,9.5,1
f7d9011a497a1a8ad636fb74bac4d2c3no,9.0,9.0,12.0,10.0,9.5,1
e0bfd94368a09efe0bc835a9b23eeac7CH,9.0,9.0,12.0,10.0,9.5,1
b00ac08d041a95b447921ef1646a9c86zQ,9.0,9.0,12.0,10.0,9.5,1
e369e8a9ce21b7795d24cfb2467c2a37hd,9.0,9.0,12.0,10.0,9.5,1
10d115637d85869626457676ae282ef7Jx,9.0,9.0,12.0,10.0,9.5,1
af358f66df2d922d8be48ab42f6f80dbHY,9.0,9.0,12.0,10.0,9.5,1
5fe09327bb25d65a453da83ecfce0839qw,9.0,9.0,12.0,10.0,9.5,1
8c02cde9b14bd9300b7cea58fe38aaf2CM,10.0,10.0,10.5,8.75,9.375,2
cfc4884535fe11de23eaacb267c87b68JU,10.0,10.0,10.5,8.75,9.375,2
7e7e13ca2d38663c1ff31589e14685caYD,10.0,10.0,10.5,8.75,9.375,2
30ff4a816399ce0684f91804be2942d3Zj,10.0,10.0,10.333333333333334,8.61111111111111,9.305555555555555,3
c6169335a7b1e57f956de5caaa2788cePt,9.0,9.0,11.5,9.583333333333334,9.291666666666668,2
269047736f3e88055cdcf52d3381b439bK,9.0,9.0,11.333333333333334,9.444444444444445,9.222222222222221,3
6eaeb838b3b916ddfaf7564b821b93a4GO,10.0,10.0,10.0,8.333333333333334,9.166666666666668,3
7a553cbbdbe5b5683aa99aabc3a0caffNX,10.0,10.0,10.0,8.333333333333334,9.166666666666668,2
60d702018e77762792697c4ef7f303f1sK,10.0,10.0,10.0,8.333333333333334,9.166666666666668,2
63e53a89467ead62131648967a089c1czN,10.0,10.0,10.0,8.333333333333334,9.166666666666668,2
02928fbd8cc9a191f00031858d1f4ef3mX,10.0,10.0,10.0,8.333333333333334,9.166666666666668,2
0ca8682317873e64708f393ac45f2d77UP,10.0,10.0,10.0,8.333333333333334,9.166666666666668,2
eb4e430470631228b095a3a8e835d582Eb,10.0,10.0,10.0,8.333333333333334,9.166666666666668,2
3ac8e4da9c4f102f5460e5f4af92225fFn,10.0,10.0,10.0,8.333333333333334,9.166666666666668,2
42b4d3c3ebd379c7e0364835b8d04376Hw,10.0,10.0,10.0,8.333333333333334,9.166666666666668,2
b98ed08b2f55505d45912c154c2e1bbaHa,10.0,10.0,10.0,8.333333333333334,9.166666666666668,2
953d84e341ea18118a80f8086df2a7d3yn,10.0,10.0,10.0,8.333333333333334,9.166666666666668,2
721e0b98a8633660055289d686ac7479VK,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
cf18a47493204c5796b27b5b9f72b933cj,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
db086082fa91e7ee0cc62fab234521e7eK,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
b2a3dbf0bf34bffcfda640255230a92fVt,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
898b1c6964a86d113e1aa04d00e0b226lf,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
72e1654d2777a9a51ee467c8b5598b55ij,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
72947501f78408a95b238790c4e7b961Qw,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
084e594d0dc1f999f6b0b513e1effa3eqK,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
ffaa02baca099bf3501f9bba92018120oE,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
732f77f0f105b8ea972e4b6cbe7c50bfCT,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
ffbd5283c91ebea71971475ca22986f9Ps,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
59b9a877709cbb39f315a8fa2f62526fEV,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
ffc0e08dc7d7851314503b7e5059c7f1hk,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
db161de8a6c275fcc0b07db6663732aeFO,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
59b608d6090dae612af617f3201dcf7exp,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
02e20cb04aa78e293a4d230c0656a9e5qP,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
b2ca09d69842842c3f489318a998e222Jn,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
cf6ff77ccc48f08320d5b812e1bcddffBE,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
7388c152974aebf80824af24fc51aa59vl,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
5a85e96a4f669b215369c8ab3306c4eapv,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
737fc6a2acc12543a5d458af7c9df9d8FY,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
ff53b2de1ecb22c1d9b050dd24dcc8c2iP,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
ff5d9da1e444bde451b0b14ce90a1feblL,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
88f61a43346fbe2412a00dc5b31bfb50qr,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
73fac226fb38f6a93abfa7d9acfec8e8qg,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
a9237ffce78cc8a9c0151e88a8da09eail,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
ceab1b30deab7944f341a91cd8a9c06ecY,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
73f75108b1d9a33188fc996b3d43b028Uu,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
73ac52c89dc06a58496235ae044199acsI,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
7470f05691f59a6f1cf797f436a7b284xD,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
ced48adada76203ffc1001f41228fc50bt,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
06d5b1a632942c2515923e975146281eLK,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
b241695c2f38d489db6657563463db73KF,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
fe96adb1c0e31003b21bc18ce9ea60c9Gu,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
74c01eb81d05b3c7941c17a2ddf14a78zX,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
cef6c303caff2eb63e4bc8ebd3a38bb1Yx,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
da9bc76267efc43b408cc10485b241adQo,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
fee018512aa37ea188c834060308ce06ov,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
5a81681ce91bfaf969da892cb9fcdfdcaS,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
feff606137b1bac511eca0d253d1e643Pd,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
a858de469cc2325b0909c190015f2587UK,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
74be31f83dbd86743ebec867ee43533czR,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
02384c42f0d4876dfc218560321fc6f3tK,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
7528cc8162f8f873690eb24f0083a953eF,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
7513913c790f55d09c0cf781b84d992eNt,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
74fab197d8cdb726127c4f0978c7dbb1fC,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
759660ab5464d22c8704dca7646dd7fbCA,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
5a5b80f795b68a888aebbcee88f6308esw,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
758d7d325363cb606bf220643dcb48eaXt,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
5abfd16f91ef37f8d37382300c92c9f8RY,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
a8cee2d29b7d01af240d7c3ae3436dc4zD,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
75d568eb3f3218b7f8824d97b5abd297tJ,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
da1623a25caca285c4bd16fb3cfaaf51VM,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
5b24410c11331a394d48e9548460ce50Vf,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
75b48d7901b150e926fc2152c4545485Yp,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
a7d5f891bb531ba342ca7ef7260c3212ip,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
832b2254a5c7c4984218a42cb52cb0a7xJ,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
88bd9c7864d2ae6c6acbd38600eb2233zs,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
5bc2233d1827c262b52a44a4f7a6e23bQQ,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
759b0f39ee2317967466396e6e3e632cjz,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
84c7342be0b740c34453f2115677416aTB,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
fd93e33616d7e18f3d6588c410fd30bbmR,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
5bb90afb088dc7861db6bfde12221d54jw,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
8fd1bb326ace45b405e6e726c5c18f84Pj,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
83e123fcfb6e0785415e4d3e3e49cf53qx,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
081a83e972772ec38696f21b8be7558fMg,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
cdc5282c2f4ac48f1e41a757b70d909fpR,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
b1f342f0966e820fab063a5e0a821886mH,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
761aa3dfe06ab662017400c1b67c9391VY,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
8ef2e3786ac591b1c56a63ed59166d1eYW,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
75d6d6b392342d3a2804db38bae3b0c2uG,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
8825c3af37e69eb163a45e24c8270288uR,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
0497fc539f35e71307996b93c7169967iz,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
7686c3978266761a3d15df8e745a8a8awf,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
cdf851313b47b9540335f4f7fc54aee0CM,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
fdff589d83da900ca0337b436b9fefa1WG,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
049c51418c191aa3b480e50ad31e10ecYN,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
5c5ddd69dcf1fa490cd921f85fe3fd1bJJ,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
5c559daa5574e3f7dcd108e779571b41OC,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
5c433e69641212c77d35609a4a2e1ba1Xq,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
766e34fc2c1986925808395efd5b3c2dNG,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
5ccc6be42d2f152c0e75c5ca73567f09fR,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
76507be771d21fda00cc1ae0f50f997ciG,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
76db00a9117d8512ec430f834dc7a5acwr,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
885e9aa88e4f3dc533ddd109b429ec8fyw,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
8f423b05eee15553c998dbcfdd4d4032Fg,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
b153c6e05af850d993628eb4cf392944sr,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
77649f66c4363ce38d24ccd0a25948f6MG,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
879c0855d4c3b6bfc1ee96f6f1aceee2lK,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
d91aca38d33cd4e170483d18cf97bfc3SG,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
87a6bddaff73073706191cd8a4882873GV,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
8f5a19363644b0b302148424997cde61tj,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
5d660da93b7ebcafd3b74a2eb1081800ln,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
a7132c4df0e5a1cc077d03e65808e626yI,10.0,10.0,10.0,8.333333333333334,9.166666666666668,1
