city,city_hot_count,city_hot_norm,is_high_activity,city_avg_exp_threshold,city_avg_edu_threshold,city_comprehensive_threshold,avg_monthly_salary_mid,avg_yearly_salary_mid,salary_median,company_count,job_type_count,industry_type_count,avg_experience_rank,avg_education_rank,recruitment_activity_index,activity_grade
Q715,299,0.01159948791558366,1,6.5719063545150505,6.396321070234114,6.484113712374582,6002.169732441472,72121.35451505017,5000.0,296,267,65,6.5719063545150505,7.6755852842809364,0.11599487915583659,低活跃度
Y031,299,0.01159948791558366,1,6.45819397993311,6.2792642140468224,6.368729096989966,5775.583612040134,69805.33110367892,5500.0,297,263,69,6.45819397993311,7.535117056856187,0.11599487915583659,低活跃度
I606,299,0.01159948791558366,1,6.665551839464883,6.6164994425864,6.641025641025641,8080.715719063545,97587.31772575251,7000.0,299,278,80,6.665551839464883,7.9397993311036785,0.11599487915583659,低活跃度
P258,299,0.01159948791558366,1,6.591973244147157,6.557971014492753,6.5749721293199554,6880.07525083612,82656.22073578596,6000.0,298,290,63,6.591973244147157,7.869565217391305,0.11599487915583659,低活跃度
G905,299,0.01159948791558366,1,6.454849498327759,6.315496098104793,6.385172798216277,6075.886287625418,73112.97658862876,5500.0,296,270,65,6.454849498327759,7.578595317725752,0.11599487915583659,低活跃度
K535,299,0.01159948791558366,1,6.688963210702341,6.622073578595318,6.655518394648829,6754.0133779264215,81777.25752508361,5500.0,299,279,80,6.688963210702341,7.946488294314381,0.11599487915583659,低活跃度
Y350,299,0.01159948791558366,1,6.418060200668896,6.159420289855072,6.288740245261984,6343.139632107023,76192.92642140469,5500.0,297,266,64,6.418060200668896,7.391304347826087,0.11599487915583659,低活跃度
V436,299,0.01159948791558366,1,6.7725752508361206,6.596989966555184,6.684782608695652,7402.34949832776,89060.63545150502,6500.0,288,287,69,6.7725752508361206,7.916387959866221,0.11599487915583659,低活跃度
L504,299,0.01159948791558366,1,6.615384615384615,6.424191750278707,6.519788182831661,5766.897993311037,69271.33779264214,5500.0,299,263,65,6.615384615384615,7.709030100334449,0.11599487915583659,低活跃度
J719,299,0.01159948791558366,1,6.665551839464883,6.605351170568562,6.635451505016722,6822.420568561873,82039.61538461539,6000.0,297,281,78,6.665551839464883,7.926421404682274,0.11599487915583659,低活跃度
V852,299,0.01159948791558366,1,6.551839464882943,6.312709030100335,6.432274247491639,6168.8127090301,74769.89966555184,5500.0,299,270,72,6.551839464882943,7.575250836120401,0.11599487915583659,低活跃度
J884,299,0.01159948791558366,1,6.535117056856187,6.415830546265329,6.475473801560758,5862.454849498327,70453.13712374582,5500.0,295,276,72,6.535117056856187,7.698996655518394,0.11599487915583659,低活跃度
D346,299,0.01159948791558366,1,6.4280936454849495,6.00613154960981,6.217112597547381,5620.2090301003345,67556.22073578596,5000.0,299,250,70,6.4280936454849495,7.207357859531773,0.11599487915583659,低活跃度
P772,299,0.01159948791558366,1,6.451505016722408,6.081382385730212,6.266443701226311,5501.450668896321,66042.49163879598,4500.0,296,267,72,6.451505016722408,7.297658862876254,0.11599487915583659,低活跃度
L518,299,0.01159948791558366,1,6.501672240802676,6.2792642140468224,6.3904682274247495,5327.579431438127,64058.04347826087,5000.0,295,265,63,6.501672240802676,7.535117056856187,0.11599487915583659,低活跃度
S528,299,0.01159948791558366,1,6.424749163879599,5.930880713489409,6.177814938684504,5341.538461538462,64320.86956521739,4500.0,275,266,63,6.424749163879599,7.117056856187291,0.11599487915583659,低活跃度
A861,298,0.011560693641618497,0,6.620805369127517,6.532438478747204,6.576621923937361,6545.185402684564,78862.69463087249,5500.0,298,278,72,6.620805369127517,7.8389261744966445,0.11560693641618497,低活跃度
O482,298,0.011560693641618497,0,6.590604026845638,6.241610738255034,6.416107382550336,5894.958892617449,71095.21140939597,5500.0,298,286,72,6.590604026845638,7.489932885906041,0.11560693641618497,低活跃度
N214,298,0.011560693641618497,0,6.459731543624161,6.409395973154362,6.434563758389261,6340.654362416108,76389.86577181208,5500.0,297,252,70,6.459731543624161,7.691275167785235,0.11560693641618497,低活跃度
T182,298,0.011560693641618497,0,6.580536912751678,6.303131991051454,6.441834451901566,5690.916107382551,68356.42953020135,5500.0,298,261,65,6.580536912751678,7.563758389261745,0.11560693641618497,低活跃度
C906,298,0.011560693641618497,0,6.439597315436242,5.897651006711409,6.168624161073826,5300.146812080537,63831.62751677852,4500.0,294,251,63,6.439597315436242,7.077181208053691,0.11560693641618497,低活跃度
S213,298,0.011560693641618497,0,6.593959731543624,6.263982102908278,6.428970917225952,5875.271812080537,71015.0067114094,5000.0,295,275,72,6.593959731543624,7.516778523489933,0.11560693641618497,低活跃度
P773,298,0.011560693641618497,0,6.798657718120805,6.277964205816555,6.538310961968681,7022.005033557047,84742.24832214766,6500.0,297,284,68,6.798657718120805,7.533557046979865,0.11560693641618497,低活跃度
X916,298,0.011560693641618497,0,6.587248322147651,6.252796420581655,6.420022371364653,6238.892617449665,75462.34899328859,5500.0,297,267,56,6.587248322147651,7.503355704697986,0.11560693641618497,低活跃度
I652,298,0.011560693641618497,0,6.540268456375839,6.1297539149888145,6.335011185682326,6462.323825503356,77591.5100671141,5500.0,297,271,71,6.540268456375839,7.355704697986577,0.11560693641618497,低活跃度
P357,298,0.011560693641618497,0,6.489932885906041,6.577181208053691,6.533557046979865,6243.898489932886,75133.15771812081,5500.0,294,275,75,6.489932885906041,7.89261744966443,0.11560693641618497,低活跃度
K816,298,0.011560693641618497,0,6.577181208053691,6.353467561521254,6.465324384787472,6506.799496644296,78636.96308724832,5500.0,297,280,71,6.577181208053691,7.624161073825503,0.11560693641618497,低活跃度
G887,298,0.011560693641618497,0,6.5369127516778525,6.440156599552573,6.488534675615212,6438.0788590604025,77466.67785234899,5500.0,298,267,68,6.5369127516778525,7.728187919463087,0.11560693641618497,低活跃度
L726,298,0.011560693641618497,0,6.567114093959732,6.263982102908278,6.415548098434004,5387.8246644295305,65058.25838926175,4500.0,298,270,66,6.567114093959732,7.516778523489933,0.11560693641618497,低活跃度
P939,298,0.011560693641618497,0,6.446308724832215,6.098993288590604,6.272651006711409,6197.063758389262,74398.32214765101,5500.0,298,264,61,6.446308724832215,7.318791946308725,0.11560693641618497,低活跃度
Z087,298,0.011560693641618497,0,6.557046979865772,6.456935123042506,6.506991051454138,6296.667785234899,75789.87919463088,5500.0,292,280,66,6.557046979865772,7.748322147651007,0.11560693641618497,低活跃度
E478,298,0.011560693641618497,0,6.6375838926174495,6.266778523489933,6.452181208053691,6771.9337248322145,81679.31208053691,6000.0,296,282,72,6.6375838926174495,7.52013422818792,0.11560693641618497,低活跃度
A561,298,0.011560693641618497,0,6.577181208053691,6.412192393736017,6.494686800894855,6636.065436241611,80228.42281879195,5500.0,296,277,64,6.577181208053691,7.694630872483222,0.11560693641618497,低活跃度
L847,298,0.011560693641618497,0,6.718120805369128,6.39261744966443,6.555369127516778,8463.995805369128,102354.86241610738,7500.0,298,273,63,6.718120805369128,7.671140939597316,0.11560693641618497,低活跃度
W823,298,0.011560693641618497,0,6.610738255033557,6.2192393736017895,6.414988814317674,5404.333053691275,65029.84899328859,4500.0,288,274,70,6.610738255033557,7.4630872483221475,0.11560693641618497,低活跃度
P248,298,0.011560693641618497,0,6.604026845637584,6.2555928411633115,6.429809843400447,5547.067953020134,66727.56711409397,5000.0,297,269,66,6.604026845637584,7.506711409395973,0.11560693641618497,低活跃度
I529,298,0.011560693641618497,0,6.6644295302013425,6.459731543624161,6.5620805369127515,7612.701342281879,92198.05369127517,6500.0,298,280,73,6.6644295302013425,7.751677852348993,0.11560693641618497,低活跃度
G496,298,0.011560693641618497,0,6.741610738255034,6.401006711409396,6.571308724832215,7990.650167785235,96981.76174496644,6762.5,297,287,76,6.741610738255034,7.681208053691275,0.11560693641618497,低活跃度
V838,298,0.011560693641618497,0,6.674496644295302,6.803691275167785,6.739093959731544,9065.056208053691,111669.93624161073,7500.0,297,290,83,6.674496644295302,8.164429530201343,0.11560693641618497,低活跃度
I057,298,0.011560693641618497,0,6.60738255033557,6.470917225950783,6.539149888143177,7608.674496644296,93114.4966442953,6500.0,298,280,72,6.60738255033557,7.76510067114094,0.11560693641618497,低活跃度
Z824,298,0.011560693641618497,0,6.718120805369128,6.210850111856823,6.464485458612976,7090.008389261745,85809.96644295302,6500.0,298,272,70,6.718120805369128,7.453020134228188,0.11560693641618497,低活跃度
U947,298,0.011560693641618497,0,6.523489932885906,6.0542505592841165,6.288870246085011,6837.311241610738,82720.55369127517,6000.0,296,274,64,6.523489932885906,7.26510067114094,0.11560693641618497,低活跃度
Z885,298,0.011560693641618497,0,6.4865771812080535,6.300335570469799,6.393456375838926,6198.406040268456,75662.75167785234,5500.0,298,272,72,6.4865771812080535,7.560402684563758,0.11560693641618497,低活跃度
M066,298,0.011560693641618497,0,6.345637583892618,6.029082774049217,6.187360178970917,6562.6552013422815,78852.53355704698,5500.0,295,233,60,6.345637583892618,7.23489932885906,0.11560693641618497,低活跃度
V339,298,0.011560693641618497,0,6.493288590604027,6.196868008948546,6.3450782997762865,5988.112416107382,72001.64429530202,5500.0,298,247,65,6.493288590604027,7.436241610738255,0.11560693641618497,低活跃度
N386,298,0.011560693641618497,0,6.583892617449664,6.454138702460851,6.519015659955257,7156.271812080537,86044.72483221476,6500.0,298,277,74,6.583892617449664,7.74496644295302,0.11560693641618497,低活跃度
H879,298,0.011560693641618497,0,6.550335570469799,6.25,6.400167785234899,6171.631711409396,74257.56711409397,5500.0,298,254,65,6.550335570469799,7.5,0.11560693641618497,低活跃度
Z182,298,0.011560693641618497,0,6.5369127516778525,6.037472035794184,6.287192393736017,5967.298657718121,71840.80536912751,5500.0,297,264,62,6.5369127516778525,7.24496644295302,0.11560693641618497,低活跃度
T526,298,0.011560693641618497,0,6.412751677852349,5.880872483221476,6.146812080536913,5180.3691275167785,62182.88590604027,4500.0,296,264,62,6.412751677852349,7.057046979865772,0.11560693641618497,低活跃度
U289,298,0.011560693641618497,0,6.526845637583893,6.196868008948546,6.36185682326622,5738.6149328859065,69282.84228187919,5000.0,298,274,62,6.526845637583893,7.436241610738255,0.11560693641618497,低活跃度
M857,298,0.011560693641618497,0,6.318791946308725,5.808165548098434,6.06347874720358,5230.750838926175,62891.4932885906,4500.0,293,267,70,6.318791946308725,6.969798657718121,0.11560693641618497,低活跃度
K571,298,0.011560693641618497,0,6.365771812080537,6.2807606263982105,6.323266219239374,5512.218959731544,66208.70805369127,4500.0,298,270,63,6.365771812080537,7.5369127516778525,0.11560693641618497,低活跃度
H187,298,0.011560693641618497,0,6.493288590604027,6.437360178970917,6.465324384787472,5702.055369127517,68523.65771812081,5500.0,297,255,63,6.493288590604027,7.724832214765101,0.11560693641618497,低活跃度
Y528,298,0.011560693641618497,0,6.597315436241611,6.437360178970917,6.517337807606264,7193.083053691275,87229.74832214766,6500.0,298,281,73,6.597315436241611,7.724832214765101,0.11560693641618497,低活跃度
S503,298,0.011560693641618497,0,6.406040268456376,6.230425055928412,6.318232662192393,5678.229865771812,68215.93959731543,5000.0,298,266,76,6.406040268456376,7.476510067114094,0.11560693641618497,低活跃度
V726,298,0.011560693641618497,0,6.4630872483221475,6.04586129753915,6.254474272930649,5398.657718120805,64975.1677852349,5000.0,298,273,66,6.4630872483221475,7.25503355704698,0.11560693641618497,低活跃度
V365,298,0.011560693641618497,0,6.439597315436242,6.30592841163311,6.372762863534676,5115.03355704698,61616.97986577181,4500.0,295,251,65,6.439597315436242,7.567114093959732,0.11560693641618497,低活跃度
G129,298,0.011560693641618497,0,6.751677852348993,6.588366890380314,6.670022371364653,5916.631711409396,71680.78859060403,5500.0,298,262,77,6.751677852348993,7.906040268456376,0.11560693641618497,低活跃度
Q095,298,0.011560693641618497,0,6.60738255033557,6.375838926174497,6.491610738255034,6934.991610738255,83901.10738255034,6000.0,298,264,69,6.60738255033557,7.651006711409396,0.11560693641618497,低活跃度
U038,298,0.011560693641618497,0,6.718120805369128,6.440156599552573,6.579138702460851,7292.911073825503,88570.30201342281,6500.0,296,279,71,6.718120805369128,7.728187919463087,0.11560693641618497,低活跃度
Y255,298,0.011560693641618497,0,6.577181208053691,6.261185682326622,6.419183445190157,6296.541107382551,75889.03020134228,5500.0,294,282,67,6.577181208053691,7.5134228187919465,0.11560693641618497,低活跃度
L599,298,0.011560693641618497,0,6.647651006711409,6.468120805369128,6.557885906040268,6650.457214765101,80224.94966442953,6000.0,298,281,69,6.647651006711409,7.761744966442953,0.11560693641618497,低活跃度
Z196,298,0.011560693641618497,0,6.6610738255033555,6.317114093959732,6.489093959731544,7231.6191275167785,87742.5167785235,6500.0,298,274,69,6.6610738255033555,7.580536912751678,0.11560693641618497,低活跃度
A155,298,0.011560693641618497,0,6.614093959731544,6.4205816554809845,6.517337807606264,6621.187919463087,79850.22818791946,6000.0,298,261,70,6.614093959731544,7.704697986577181,0.11560693641618497,低活跃度
T061,298,0.011560693641618497,0,6.6610738255033555,6.367449664429531,6.514261744966443,7694.03355704698,93096.85906040268,7000.0,296,285,71,6.6610738255033555,7.640939597315437,0.11560693641618497,低活跃度
E551,298,0.011560693641618497,0,6.721476510067114,6.613534675615213,6.667505592841164,8879.270134228187,108883.45637583893,7500.0,296,282,69,6.721476510067114,7.936241610738255,0.11560693641618497,低活跃度
N821,298,0.011560693641618497,0,6.691275167785235,6.4709172259507834,6.5810961968680095,7849.455536912752,95433.39932885906,6500.0,297,285,71,6.691275167785235,7.76510067114094,0.11560693641618497,低活跃度
A050,298,0.011560693641618497,0,6.469798657718121,6.1437360178970915,6.306767337807607,5918.031879194631,72257.9932885906,5500.0,297,259,65,6.469798657718121,7.37248322147651,0.11560693641618497,低活跃度
H610,298,0.011560693641618497,0,7.275167785234899,7.891498881431768,7.583333333333334,27032.789429530203,339633.4060402685,22500.0,255,284,64,7.275167785234899,9.46979865771812,0.11560693641618497,低活跃度
D672,298,0.011560693641618497,0,6.694630872483222,6.546420581655481,6.620525727069351,5954.697986577181,71667.78523489933,5000.0,298,280,71,6.694630872483222,7.855704697986577,0.11560693641618497,低活跃度
B826,298,0.011560693641618497,0,6.550335570469799,6.216442953020135,6.383389261744966,5399.776845637584,64881.214765100674,5000.0,295,264,69,6.550335570469799,7.459731543624161,0.11560693641618497,低活跃度
L088,297,0.011521899367653334,0,6.565656565656566,6.430976430976431,6.498316498316498,6454.89898989899,77692.79461279462,5500.0,297,265,69,6.565656565656566,7.717171717171717,0.11521899367653334,低活跃度
R141,297,0.011521899367653334,0,6.380471380471381,6.38327721661055,6.381874298540965,5748.072390572391,69136.80134680135,5500.0,297,251,63,6.380471380471381,7.65993265993266,0.11521899367653334,低活跃度
E727,297,0.011521899367653334,0,6.346801346801347,5.749158249158249,6.047979797979798,7541.63973063973,91423.9191919192,5500.0,297,226,61,6.346801346801347,6.898989898989899,0.11521899367653334,低活跃度
P713,297,0.011521899367653334,0,6.565656565656566,6.111111111111111,6.338383838383838,5361.599326599327,64526.06060606061,4500.0,296,260,67,6.565656565656566,7.333333333333333,0.11521899367653334,低活跃度
J351,297,0.011521899367653334,0,6.451178451178452,6.293490460157127,6.372334455667788,5462.53367003367,65626.16161616161,5000.0,297,266,63,6.451178451178452,7.552188552188552,0.11521899367653334,低活跃度
V079,297,0.011521899367653334,0,6.542087542087542,6.097081930415263,6.319584736251403,5691.931818181818,68439.54545454546,5000.0,296,261,61,6.542087542087542,7.316498316498317,0.11521899367653334,低活跃度
N377,297,0.011521899367653334,0,6.437710437710438,5.962401795735129,6.2000561167227835,4826.700336700336,57949.02356902357,4500.0,297,274,72,6.437710437710438,7.154882154882155,0.11521899367653334,低活跃度
N164,297,0.011521899367653334,0,6.434343434343434,6.175645342312009,6.304994388327722,5590.4840067340065,67131.26262626263,4500.0,282,258,69,6.434343434343434,7.410774410774411,0.11521899367653334,低活跃度
H442,297,0.011521899367653334,0,6.575757575757576,6.133557800224467,6.354657687991021,5631.952861952862,67741.6835016835,5000.0,296,267,66,6.575757575757576,7.36026936026936,0.11521899367653334,低活跃度
D762,297,0.011521899367653334,0,6.606060606060606,6.099887766554433,6.352974186307519,6196.447811447812,74680.60606060606,5500.0,297,274,67,6.606060606060606,7.31986531986532,0.11521899367653334,低活跃度
D906,297,0.011521899367653334,0,6.5353535353535355,6.156004489337822,6.34567901234568,6077.937710437711,73115.3872053872,4500.0,293,270,57,6.5353535353535355,7.3872053872053876,0.11521899367653334,低活跃度
P193,297,0.011521899367653334,0,6.646464646464646,6.139169472502806,6.392817059483726,6153.587542087542,74363.25252525252,5500.0,280,281,69,6.646464646464646,7.367003367003367,0.11521899367653334,低活跃度
T815,297,0.011521899367653334,0,6.515151515151516,5.886644219977553,6.200897867564534,5544.562289562289,66975.82491582491,5000.0,279,263,58,6.515151515151516,7.063973063973064,0.11521899367653334,低活跃度
R885,297,0.011521899367653334,0,6.558922558922559,6.139169472502806,6.349046015712682,6317.866161616162,76395.20202020202,5500.0,294,248,55,6.558922558922559,7.367003367003367,0.11521899367653334,低活跃度
X536,297,0.011521899367653334,0,6.414141414141414,6.228956228956229,6.321548821548822,5747.790404040404,69005.47138047138,5500.0,294,246,66,6.414141414141414,7.474747474747475,0.11521899367653334,低活跃度
E498,297,0.011521899367653334,0,6.434343434343434,6.1419753086419755,6.288159371492704,6460.2946127946125,78462.92929292929,5500.0,291,254,68,6.434343434343434,7.37037037037037,0.11521899367653334,低活跃度
Z789,297,0.011521899367653334,0,6.410774410774411,6.153198653198653,6.281986531986532,5609.785353535353,67482.4074074074,5500.0,297,253,72,6.410774410774411,7.383838383838384,0.11521899367653334,低活跃度
I282,297,0.011521899367653334,0,6.505050505050505,5.909090909090909,6.207070707070707,5852.495791245791,71078.43434343435,5500.0,294,259,62,6.505050505050505,7.090909090909091,0.11521899367653334,低活跃度
U125,297,0.011521899367653334,0,6.441077441077441,6.282267115600448,6.361672278338945,5717.104377104377,68753.40067340067,5000.0,297,263,62,6.441077441077441,7.538720538720539,0.11521899367653334,低活跃度
