city,city_avg_exp_threshold,city_avg_edu_threshold,city_comprehensive_threshold
W029,6.431972789115647,6.156462585034014,6.29421768707483
D899,6.501742160278746,6.085946573751452,6.293844367015098
D881,6.486486486486487,6.100788288288288,6.293637387387387
O238,6.54,6.0472222222222225,6.293611111111111
B455,6.4324324324324325,6.151463963963963,6.291948198198199
Z463,6.489726027397261,6.093036529680366,6.291381278538813
O145,6.445993031358885,6.135307781649245,6.290650406504065
A845,6.408783783783784,6.171171171171172,6.2899774774774775
X246,6.572438162544169,6.007067137809187,6.289752650176679
U947,6.523489932885906,6.0542505592841165,6.288870246085011
Y350,6.418060200668896,6.159420289855072,6.288740245261984
E498,6.434343434343434,6.1419753086419755,6.288159371492704
A717,6.481481481481482,6.094276094276094,6.287878787878788
Z182,6.5369127516778525,6.037472035794184,6.287192393736017
R494,6.498305084745763,6.073446327683616,6.285875706214689
B748,6.525252525252525,6.043771043771044,6.284511784511785
M732,6.621621621621622,5.945945945945946,6.283783783783784
Z789,6.410774410774411,6.153198653198653,6.281986531986532
I705,6.5,6.062925170068027,6.281462585034014
S335,6.348432055749129,6.210801393728223,6.279616724738676
J532,6.5728813559322035,5.9858757062146895,6.279378531073447
T739,6.563139931740614,5.995449374288965,6.279294653014789
U692,6.511784511784512,6.046576879910213,6.279180695847363
M585,6.480836236933798,6.065621370499419,6.273228803716609
P939,6.446308724832215,6.098993288590604,6.272651006711409
Y034,6.481481481481482,6.0634118967452295,6.272446689113356
N914,6.418367346938775,6.119614512471656,6.2689909297052155
W147,6.39568345323741,6.142086330935252,6.268884892086331
U555,6.460207612456747,6.075547866205305,6.267877739331027
P772,6.451505016722408,6.081382385730212,6.266443701226311
M907,6.510135135135135,6.0191441441441444,6.26463963963964
S650,6.439285714285714,6.089285714285714,6.264285714285714
C815,6.516891891891892,6.010698198198199,6.263795045045045
R775,6.4391891891891895,6.083896396396396,6.261542792792793
J879,6.529411764705882,5.992647058823529,6.261029411764706
W055,6.550675675675675,5.971283783783784,6.26097972972973
W396,6.41554054054054,6.106418918918919,6.26097972972973
B736,6.445205479452055,6.0644977168949765,6.254851598173516
V726,6.4630872483221475,6.04586129753915,6.254474272930649
G328,6.4520547945205475,6.053082191780822,6.252568493150685
O776,6.501694915254237,6.002824858757062,6.25225988700565
Q821,6.388513513513513,6.114864864864865,6.2516891891891895
P548,6.554054054054054,5.943130630630631,6.248592342342342
S668,6.395904436860068,6.094994311717861,6.245449374288965
F446,6.4562737642585555,6.032953105196452,6.244613434727503
J130,6.494880546075085,5.992605233219567,6.243742889647327
E072,6.462585034013605,6.020408163265306,6.241496598639456
N629,6.4071428571428575,6.074404761904762,6.24077380952381
C144,6.466216216216216,6.013513513513513,6.239864864864865
G378,6.488054607508532,5.989761092150171,6.238907849829351
C180,6.476868327402135,5.99644128113879,6.236654804270462
C675,6.487972508591065,5.985108820160367,6.236540664375716
I426,6.4271186440677965,6.0423728813559325,6.2347457627118645
G380,6.397306397306397,6.071829405162738,6.234567901234568
F659,6.525252525252525,5.942760942760943,6.234006734006734
A497,6.396551724137931,6.063218390804598,6.2298850574712645
G904,6.464406779661017,5.994350282485875,6.229378531073446
Q828,6.401360544217687,6.054421768707483,6.227891156462585
R251,6.35472972972973,6.092342342342342,6.223536036036037
U561,6.493150684931507,5.953196347031963,6.223173515981736
L015,6.412969283276451,6.023890784982935,6.2184300341296925
X673,6.4271186440677965,6.008474576271187,6.217796610169492
D346,6.4280936454849495,6.00613154960981,6.217112597547381
O344,6.39527027027027,6.036036036036037,6.215653153153153
A570,6.37962962962963,6.037808641975309,6.208719135802469
I282,6.505050505050505,5.909090909090909,6.207070707070707
M935,6.4,6.0055555555555555,6.2027777777777775
L623,6.357388316151202,6.04524627720504,6.201317296678122
T815,6.515151515151516,5.886644219977553,6.200897867564534
N377,6.437710437710438,5.962401795735129,6.2000561167227835
J232,6.445578231292517,5.941043083900227,6.1933106575963714
E174,6.410344827586207,5.974137931034483,6.192241379310345
A149,6.379790940766551,6.001742160278746,6.190766550522648
M066,6.345637583892618,6.029082774049217,6.187360178970917
J037,6.399317406143345,5.964163822525597,6.181740614334471
U183,6.380281690140845,5.982981220657277,6.181631455399061
S528,6.424749163879599,5.930880713489409,6.177814938684504
B369,6.366782006920415,5.977508650519031,6.172145328719723
R988,6.41554054054054,5.923423423423423,6.169481981981982
G575,6.361486486486487,5.976914414414415,6.16920045045045
C906,6.439597315436242,5.897651006711409,6.168624161073826
S750,6.3979591836734695,5.9353741496598635,6.166666666666667
O824,6.343333333333334,5.986111111111111,6.164722222222222
F106,6.340425531914893,5.9781323877068555,6.159278959810875
S546,6.3830508474576275,5.93502824858757,6.159039548022599
R646,6.356401384083045,5.951557093425605,6.153979238754325
W405,6.482758620689655,5.824712643678161,6.153735632183908
T526,6.412751677852349,5.880872483221476,6.146812080536913
M738,6.32258064516129,5.934886499402628,6.12873357228196
A685,6.3561643835616435,5.8590182648401825,6.107591324200913
Z530,6.052631578947368,6.140350877192983,6.0964912280701755
Y532,6.4425675675675675,5.743243243243243,6.092905405405405
M857,6.318791946308725,5.808165548098434,6.06347874720358
E727,6.346801346801347,5.749158249158249,6.047979797979798
L961,6.222614840989399,5.845111896348646,6.033863368669022
C155,6.0,5.763888888888889,5.881944444444444
U585,5.934426229508197,5.040983606557377,5.487704918032787
