job_title,job_hot_count,job_hot_norm,is_high_demand
3896ac0c41340ac06686eb161a775aa6kx,676,0.2013702710753649,1
02e9c21342c88515b4fa7e525d9ac652bO,663,0.19749776586237713,1
74cbfa3620bb69031ebe4050585bd896uh,656,0.1954125707476914,1
9f886439f15f3c3c2b24840763edfcdbrG,643,0.1915400655347036,1
600a4de652c1b94b122b5b1a72cdf8baqf,631,0.1879654453380995,1
df25af9b3490d9a57db263dfa308c5abDG,631,0.1879654453380995,1
dcbc4702b1a74e52cab4dc1e23971439LM,613,0.18260351504319333,1
487e36748734bdd5f6385b9588c3a46bmZ,604,0.17992254989574025,1
3091525444b8b4d7fbc725e42b1b44a2YQ,596,0.17753946976467083,1
8c9c8016d13138e456a315a6068ff697lQ,594,0.1769436997319035,1
0cb8293fae46fb1f84b1f68d2371dc3bLQ,592,0.17634792969913612,1
5064c34286de0a0fa07ec216e1bbd200WV,590,0.17575215966636878,1
0f788cd8169f5149bc519e585cf7148bGu,587,0.17485850461721775,1
cdb6e01527a77d5a9878138b46dedd99uS,580,0.17277330950253203,1
dface8469dd1315170c2980c12ee4b9dzl,566,0.16860291927316057,1
3fd63552b78084a7fa0cdaeb040ea59fdD,562,0.16741137920762586,1
eb8a50987da12c63d9024b6ef24caa5aYA,559,0.16651772415847482,1
7c75bf66bcff31d46dd27f9d49c45488lS,553,0.16473041406017278,1
1941210d4e0ded26c0b5874fbb577e2dUi,544,0.1620494489127197,1
9e6d9d6e2a2fc710d3350bd82beb939aSo,541,0.16115579386356865,1
bb5bbd4fe2f47c6e4810df40a178deb7cV,538,0.16026213881441764,1
f1700927fd979f5ae074de8f9352d96fWy,536,0.15966636878165028,1
8bc2601dfe86b831e3bb23ac598218cbIs,534,0.15907059874888294,1
4d18579160a263df3f59863abef1c369iw,528,0.1572832886505809,1
76b78c5d7d8ff1f1be59bba95db2adbbBV,522,0.1554959785522788,1
b7b03ffc6f8bd9f3c81fcca8bf3d3edbkH,504,0.15013404825737264,1
3f8a23f817ba0bc38f071c1f282e0804Mo,498,0.1483467381590706,1
60c6474b81b3f7d33f6da74e41ec9bbeeO,478,0.1423890378313971,1
5f252d4c3196fb23e0dd5c2d55a5d71bju,476,0.14179326779862972,1
422e306ecc84c742bd1aab21cd80edd2vv,476,0.14179326779862972,1
f60cb71f3c3244aa9bde85ea4652c48ddF,475,0.14149538278224605,1
efaa2b8bd2a6b5ba1400b8f9d5a4c302ub,472,0.14060172773309504,1
03ad994b5118076cd8c9be5f720d9bf3zy,467,0.13911230265117663,1
74d485f8d9a8f589c5e5b3d3ddaf18e6Qn,458,0.13643133750372358,1
0267d6bf768486fee9e135bb99d78821Km,454,0.13523979743818887,1
ca4d5884938fb754bf2d1b45e26822d4jc,451,0.13434614238903783,1
958c83761a381a5c4d1048a7619972b4mt,448,0.1334524873398868,1
da7d1b1ce8fde63a5808c65adc6968c9RH,448,0.1334524873398868,1
4ec8f9d51f30f104abab956fde878822iH,446,0.13285671730711945,1
84dbdf56ea2df1cb575a5e9ade6867f7QS,439,0.1307715221924337,1
bacd30a8f578d3c3f4e75bd227af5fa5qw,432,0.128686327077748,1
4e8253d6c20af58d080dfe5c4efd64b2Bd,429,0.12779267202859695,1
819db18c2d19dcd1194f3732c875ad7eBJ,428,0.12749478701221328,1
2b11c52d795d03210ddb0613cbba3ab0HY,424,0.12630324694667858,1
d67c554e181aa01e59f1d018ad28940czB,416,0.12392016681560918,1
782d6b5fe8ab65d78b209fbc82b45e28AM,415,0.1236222817992255,1
050716a1e3496566de850636d9e7eb8dUa,409,0.12183497170092344,1
e57826db7a1aec9699875434de36323bCX,409,0.12183497170092344,1
3e1f8a4ef4af0439a98a788685729e11IS,408,0.12153708668453976,1
0508d7be415a54eba97a968f8dacd55chL,405,0.12064343163538874,1
4e2dacaa2a36579b658329c72d89dc10yI,403,0.12004766160262138,1
4e5532b57d7ed12506377d0521ce8c6aNA,401,0.11945189156985403,1
d6d105d96fe6a1a994a68b78aafd2b84Ie,400,0.11915400655347036,1
396db532782b68712e1b5d534ebb0e1bOA,400,0.11915400655347036,1
d2338165334f08c3bd95df9e411f80d0rY,399,0.11885612153708669,1
4903ec45380747fb79467f74f6ddba01sx,396,0.11796246648793565,1
05d9a76c5a623f203c71cc1de9c33348Dn,396,0.11796246648793565,1
c6ae8905d3ef0c61f4a5b88238a32da0uC,393,0.11706881143878463,1
9e483e0aa193b102b1d1ebce0bd7d21eRK,393,0.11706881143878463,1
dd16ebae4e718c8715a7f8ac7383c1cfxI,384,0.11438784629133154,1
66a5d5d72c3bbe4a43df3d107aeb6199Oj,379,0.11289842120941317,1
0dd3de59b2a79f5f8f4794c2e489125ajh,379,0.11289842120941317,1
b8b7b6ad09f0cf3673ac1d8fab31ad52Xi,375,0.11170688114387846,1
a8893224fdccd8ab322e266434d54471Lw,372,0.11081322609472744,1
70cb83731f386d9b873391b78461bc9emp,370,0.11021745606196008,1
ac32ef70cc3081d78fb7a7ff9ef99e38tY,370,0.11021745606196008,1
cac62dc89c1191d1b7aa1b0a32463a49dF,370,0.11021745606196008,1
8487749a1fbde1b589d9f3ad3de7512cHC,366,0.10902591599642537,1
3aa4f12a0d18e419f0d2a98cdf3b4209mD,363,0.10813226094727435,1
d0fe6ae336c11016ec02266f5384ca2fKS,363,0.10813226094727435,1
d36a17b71e0b1d407c632cfd9bbd0fefjh,362,0.10783437593089068,1
cdd7c7185be165fb07d10c9f17abc2deBP,356,0.10604706583258862,1
e4b66c8e5feb0fd81e843e465815ddddGb,356,0.10604706583258862,1
1191e6eb34541653a48178c834cc65faIi,354,0.10545129579982127,1
4c85da138b57322843392ae14d195e6dKl,353,0.1051534107834376,1
3b3a3a0a692d7e19f03e60e4568afb4cCc,352,0.10485552576705391,1
361186625dbbc6254e43f4f1ce55dae2kL,349,0.10396187071790289,1
390223cbe8b4601f8616dac66c69b36cJi,349,0.10396187071790289,1
952e95cafbb8ae027705e829607b4c3asE,348,0.10366398570151922,1
ab15415f67808a17b97f8ce7c09c046fQB,347,0.10336610068513553,1
c6c55f18b7b1c2f83cb35f18fad3f7ceXE,347,0.10336610068513553,1
1b7d252ac6eb39369d451499cf605e70dh,346,0.10306821566875186,1
ae2fb1e9330fd3a5c837a56ccc50294bme,346,0.10306821566875186,1
bd738adc6e5f460099158081cf6d6738jm,344,0.10247244563598451,1
8d32b4d89b3145829cd3e57304c480cdQR,339,0.10098302055406613,1
57096dcfbdfaff0e9efcb73c1b92c954fF,328,0.0977062853738457,1
fbb6de5bc974d4ca77f40f5e3c5023a5TK,328,0.0977062853738457,1
81d0e0a18c0b64c154f740d18febd1e8Az,325,0.09681263032469467,1
49edbee9ee3c947a27db18b67ef2916afk,325,0.09681263032469467,1
a7ce93b63f12684e9022b4e772da1f90QN,324,0.09651474530831099,1
1ffb0fe5bf8b13bb774a025726495066gx,322,0.09591897527554365,1
b53f78c7e0a37a86c0eda9b0b5e22318lS,321,0.09562109025915996,1
9dea1b4383b606a3dda35b4124fb0928Ds,312,0.09294012511170688,1
947b91653b955d9d1f8435b7a0639806QW,310,0.09234435507893952,1
8e98a0b91e08963f64e76137c3190418up,307,0.0914507000297885,1
c47dbf19bd77fdc04d26486bd2257e7erh,307,0.0914507000297885,1
bd163eebddb3467a8607492b3aa21ebfTq,306,0.09115281501340483,1
07be0b2bf62207bd9e861534e5e53168sg,306,0.09115281501340483,1
f0618fc1e2b0da19ea756efb0606d96fbj,305,0.09085492999702115,1
5a5134580257a0e8ed6aeb3409ea7bceoV,302,0.08996127494787012,1
631a9ba8a33a19b1a2f6905c7714db75Jb,299,0.0890676198987191,1
d4e8ee4d6efc1848022b35c7a9eed5d8gp,295,0.08787607983318439,1
1278cafef388336b4cf84e239c16a24dkN,291,0.08668453976764968,1
8abe0e986378d00dd8f9c49debf1a83eNK,290,0.08638665475126601,1
6831ebb08ba49bf74ce9984483b2aed7DN,290,0.08638665475126601,1
b9e80a7860853d05fb0bb708d22bb031hD,288,0.08579088471849866,1
244cd198e7293fbabd28fad9934dcf89eh,288,0.08579088471849866,1
c02e3f2283fc884b73951a20464246efcQ,284,0.08459934465296395,1
c426e6695f91852a0f232bec3bf2ec82GE,284,0.08459934465296395,1
4501597aaa96415766a099d1b4c48fd1cL,283,0.08430145963658028,1
cb8ce29b7a27768b50e1e7798ff44a1eph,283,0.08430145963658028,1
29707ef5d18063fe0136dcd9459a326bmL,282,0.0840035746201966,1
8732fb0b6fb60674681c48be91e88053LD,277,0.08251414953827822,1
19b59537f19a7171e6434596b4cd9517sv,276,0.08221626452189455,1
9dc4a301685e755ca1a7c648a2043ec9Ja,275,0.08191837950551087,1
053ce9df9f578afea728a9aa98ba492cgk,273,0.08132260947274352,1
9bd8a3072d083bf92e47dfcca71a1b9doM,272,0.08102472445635985,1
02cea68bba1a43edc830836016f99d3chE,267,0.07953529937444147,1
cdd05a502748a3d3dc5d7d2faea0ed9bWE,264,0.07864164432529044,1
9e12f240e482ebf51951cc5a53f7319csS,262,0.07804587429252309,1
29394a50387ed592c62e7747bdd26c5afB,262,0.07804587429252309,1
2b9f71dbd9a6431079fcf2eeb14115e4vK,262,0.07804587429252309,1
df6a0f0af90824594c229d656c269789Li,261,0.0777479892761394,1
1b630a56b891fb187d5a5b4d4b4c8ab0bV,261,0.0777479892761394,1
c31759a7c06bf3c3b95ee6a39780c633Dv,261,0.0777479892761394,1
ceda7a83f9b76c207cbf335be36cc45efN,260,0.07745010425975574,1
d00053d7c20d37caab1b1c51080fe900Vc,260,0.07745010425975574,1
32aaf57ac44954454d2ea8bd80dee594gn,260,0.07745010425975574,1
1d46faea2fafa0fd9882b1024074a3a9pl,257,0.07655644921060471,1
f032dd16d84e869435ab43c30cabe5faau,256,0.07625856419422103,1
f2e6829d748c302d87e88ace1380377asz,253,0.07536490914507,1
ac93b858b8fefad947bfa03f98cebd6ayL,253,0.07536490914507,1
b0b74961ee75328fd017af87025f6affBJ,250,0.07447125409591898,1
3af7feeff046a1e12fba650d42d5cb70cD,247,0.07357759904676794,1
50aad6fb1fe707fbbab38ee4dcb82aeafD,246,0.07327971403038427,1
fb3b8b460680c72df323f38e3c0360d0bL,244,0.07268394399761692,1
8b60765122cc0bf734f7170aebc0d565Wj,242,0.07208817396484957,1
1cc40b930be4012a7ac69232e305b1b6OV,242,0.07208817396484957,1
621cee7b2edf5d49210bae18c12b5003zB,241,0.0717902889484659,1
a269f269c916a6c3b2c9bb439e7d5af1nF,237,0.07059874888293119,1
517f6dc84533b2a2300e9d75a49244f1JW,236,0.07030086386654752,1
a6aba4190760679e77bcc60918254a19cH,234,0.06970509383378017,1
b57abdc3a1618084f788b74a442c7169oY,234,0.06970509383378017,1
08547ebad692c1f0286fb42e8d1a68cfEd,233,0.06940720881739648,1
b2ee12a411cbfab4f81ce05ff67464dbOY,231,0.06881143878462913,1
a132e9ec0df354335551ac32de71bf54VC,230,0.06851355376824546,1
da5b59bd382fef28c074fa775fcde84dKZ,228,0.0679177837354781,1
3507256fe513473bfb5b752ec32967dbXz,227,0.06761989871909443,1
7686fbb0058706785d7ba01041ef622foZ,226,0.06732201370271075,1
d456b739849fa6312b6abe236d47ff51NL,224,0.0667262436699434,1
5ffeb97e689cdf3fb3c9be1bb3336d07ks,223,0.06642835865355973,1
1107303ead66d03430a510dee038c7b1uo,221,0.06583258862079237,1
facd880e03bb80c788839661a808af12iL,221,0.06583258862079237,1
d8dc7860ea68b662e17382cc11b53228LI,220,0.0655347036044087,1
463d5cdb184217b395246e2d9e87a32fNa,220,0.0655347036044087,1
88a37fda2536f39ddf6d5abd30cfebb9CH,219,0.06523681858802502,1
fdbace77ac2748b7d560af868158495dkY,219,0.06523681858802502,1
78758734641d5af094759e0193cc1b8bEU,217,0.06464104855525767,1
f444784e0f6e0fde86290b612df012c2wL,217,0.06464104855525767,1
596fb26f5116f2c30c4ecb08d24300bauc,216,0.064343163538874,1
17e23a28b86129f32adfd7d086182761as,215,0.06404527852249031,1
dce82fb9fd74206ef3fc78e452dc60e8Nl,214,0.06374739350610664,1
d262f4532834aa4c1de1b8ad05868d27tS,212,0.06315162347333929,1
a6f94a2b4a3174b4b84b9f8e0339b755nV,212,0.06315162347333929,1
d62dd7c9543448e50c4f8ad4ff187c60iq,207,0.06166219839142091,1
c3c05664164dc4da9b638c821b59d1adFg,207,0.06166219839142091,1
2495fdc29eba330bbd63e525674cc9d8vS,207,0.06166219839142091,1
3889039a578d35f654f5681fed008690HT,206,0.061364313375037234,1
d8128e3cdddf2b2a63a83a8a70a77b7fwM,204,0.06076854334226988,1
219ba769655ec6c2ef146e741ffb73aaXc,202,0.060172773309502534,1
6c83d50fd093d004a23284c673e2bf45Zw,202,0.060172773309502534,1
c28f6276cf756e5f349e31ae177427ceYv,201,0.05987488829311886,1
b2753fda2c112f7b20dd5dd0480b1b97KQ,200,0.05957700327673518,1
5b43e275bb223ae7bee9808b618a3467ws,200,0.05957700327673518,1
5ca013ebf6499639ffb2cfff2f76d7e5DS,197,0.05868334822758415,1
e75ba3cd97f9c2ad31c92711daa82604mx,197,0.05868334822758415,1
85147321ee987a08ecab0219478b6607TJ,197,0.05868334822758415,1
ce51c5133a435e38c46ac90111f896aesp,197,0.05868334822758415,1
95381b6f6aeb49d14f9c6147296696b0Zn,196,0.05838546321120048,1
48fbec9c80fb70f6cbca7e8ed0e31c74gx,196,0.05838546321120048,1
0f8d9e920c58c9d9ea139d1ab1b83ac6FJ,196,0.05838546321120048,1
816690b1929ef5208154bbaa919b2ef6Se,196,0.05838546321120048,1
bb56f5c5075b133c50c45146ed252b24KU,194,0.057789693178433126,1
7287ce81975d16dd82912b32253347e2mH,194,0.057789693178433126,1
c874e6878581ed6ab9dc0e3d24389b30tw,193,0.05749180816204945,1
5f95337039ebb2bc90206128d7187fbfpi,193,0.05749180816204945,1
892531e5ea37639f13e557d261b58e0ega,193,0.05749180816204945,1
0bc0bbc7c4382e44684ecc5713dd5dfclr,192,0.05719392314566577,1
9443d31ea0285c1fd8bb198159440fb5OC,192,0.05719392314566577,1
b1a2525211071bea33285e1003468588tY,191,0.056896038129282095,1
82848a0a5d5f3fc7837c34a7555aaf10vB,189,0.05630026809651475,1
6a2b0c19f3495f883ee9f679365d9d43ch,188,0.05600238308013107,1
ad7952f548831fd18008b7c2eae34f37lV,186,0.05540661304736372,1
79ee4bc1251b3d1c26056adc932afa47wI,186,0.05540661304736372,1
f5e103833210e3c62b503e9266a47169SF,185,0.05510872803098004,1
9f061698426c16445e46aee9114635c9ei,185,0.05510872803098004,1
92bca01a6a5572c56087013330ea3d27Gh,184,0.054810843014596364,1
8a7af4fd913f2e5ab7de57c4b1d940e0nl,184,0.054810843014596364,1
a7cee5c26239e7dfa04ae26d26443ddfBn,184,0.054810843014596364,1
2cfa3ce5aca7d2affe1239f1e022639eMv,182,0.05421507298182902,1
6bb61a23a3a8b8cb0a3da3a394102e2cnW,182,0.05421507298182902,1
682e5efbd87df89c3ffe9e59883b0ad2EY,182,0.05421507298182902,1
b036b148c2f31bf2111f893a63c98981Qt,182,0.05421507298182902,1
8f16dfbc744a9f4b42a908e08fa8f091aR,182,0.05421507298182902,1
be633f18e00b5f1f678f07bec3234e36eZ,179,0.053321417932677986,1
59e01c01cb9b184fb69d46f2229b1acfqq,178,0.05302353291629431,1
95bd43b76b27bcc73a58c095c4c35960nQ,178,0.05302353291629431,1
c11146a507f82b62aee9f4b81f6f3223Sy,177,0.05272564789991063,1
80e6825f182eb3be92b322bae2020303mR,175,0.052129877867143286,1
42adb426132a1d316af4a0b025f92175cW,175,0.052129877867143286,1
197912d000fd1ef402411b6ebe142b37Ji,175,0.052129877867143286,1
7af46fd522292098dbc1547e54acff53jn,174,0.05183199285075961,1
14156440739a8b89a103e9ea599ad1faON,174,0.05183199285075961,1
3dad8a1b24b25699172780148209a886Bg,173,0.05153410783437593,1
4ff9df277490320fe4944873831ae2d4DW,173,0.05153410783437593,1
9b449f0247c4a7691761b4cb5c4941a4uf,171,0.05093833780160858,1
17a71e76c6f394933201f701f57cbf4fIa,171,0.05093833780160858,1
689b547209c63692901d733967ee5372Jm,169,0.050342567768841225,1
9e7a18559cd0da98a851d063ff6c6533FH,167,0.04974679773607388,1
5ac445bf72309dce01eb4c6ec8d5cee8VC,167,0.04974679773607388,1
4b7e2012adae05aa956e30d76cb5a0bexk,166,0.0494489127196902,1
f13bbd760e648cd8deead8e337c6308cIh,166,0.0494489127196902,1
bb18b6d7df43d3639bb490493047cd53zp,165,0.049151027703306524,1
42b8a85e3c53a8b00d8e1de68b430ae2WC,165,0.049151027703306524,1
40e30e0b8d35171e6c77a0744619b5d1Yc,165,0.049151027703306524,1
e0836ba5a81b660d427484f28adcd6a0SR,165,0.049151027703306524,1
a1183cb7fcb90ea010e365bba746e2feEO,164,0.04885314268692285,1
0e7190ace365811a0e2b802bbdd2e56flx,164,0.04885314268692285,1
c140c53ecc5a5ca43286e29edaccf119FP,163,0.04855525767053917,1
9904020341cefe824be71f68c5c4ab1bWw,163,0.04855525767053917,1
5997a66144f3b9d3fdf473cc18ffc785NB,162,0.04825737265415549,1
1ec45c529e72f0e850fa0382999a9171gk,161,0.047959487637771823,1
f52c5c767c6f83788205d26ce95ecf78qg,161,0.047959487637771823,1
ee27ee0c427d242355491c07e8fa80ddzj,160,0.04766160262138815,1
6a095924282c8a7bd299de4c65bdc62bGK,160,0.04766160262138815,1
9a969beb27733921fce20a8da065950fAk,159,0.04736371760500447,1
dd2e98c9f488036a4c18ff411ffac2a8Xy,159,0.04736371760500447,1
eb4523711beb76f635c39145c8b742eatB,158,0.04706583258862079,1
a452115cc743d0d875eeb5b1fc682103dQ,158,0.04706583258862079,1
44c536b261a42bac87c7503b2f03db67nR,157,0.046767947572237116,1
c226e474779045aae779b77b74d99a05UR,157,0.046767947572237116,1
35bb06b4aafb01340a628aef8066cf06tp,157,0.046767947572237116,1
af0004bd8da6280f5022c07a20904134tK,156,0.04647006255585344,1
e36ac4b0dc729b8e90a588a26deaa826lF,155,0.04617217753946976,1
21eaff5aa22d23225562d13b4c0e248dgE,155,0.04617217753946976,1
e1ddb0f15ab87b3ccffa8448ce996db5BW,154,0.045874292523086085,1
777f4c048f35e55dca47b31889b0402fYG,153,0.045576407506702415,1
1b39e7fef258c318daac2cfd408dd150PO,153,0.045576407506702415,1
c8f9d1b31ad0c5323df75bc3c169a951OS,152,0.04527852249031874,1
481841911f826ae6c429e8032365e075Qo,152,0.04527852249031874,1
7969f7308d37026623e5b5c7d63989ecbE,151,0.04498063747393506,1
39312de6b4da971b49a69a7695fbd332hH,151,0.04498063747393506,1
ff9ada9eda56551c51c28e9e2f9bf8a0yP,150,0.044682752457551385,1
d30882923b252ded456f5830e734d1efDN,150,0.044682752457551385,1
400de1e2481926e947ab938a17fb7989Ms,149,0.04438486744116771,1
dc84a6a442632ba1726acbd1ebb5065aVj,149,0.04438486744116771,1
b641c6b1b342ef150544480ab3af4f36aB,149,0.04438486744116771,1
eb495685cae482e3e434f97166eabbc9Zz,149,0.04438486744116771,1
f25e8a552a920ca8fa82486afc675f28ai,149,0.04438486744116771,1
c71ad6ddfcec9c1354286aead0685969fV,148,0.04408698242478403,1
5a37f30febe66bc874d0733863f56525zk,148,0.04408698242478403,1
4a6452fc517baf9caa39d31914c235b6oy,147,0.043789097408400354,1
5af46862b06c5cfbae6b4db4675c85d3RB,147,0.043789097408400354,1
4eea315c818001525971d787f542772flE,147,0.043789097408400354,1
a2a7769f3389c0953f752a68764bd61eRe,145,0.04319332737563301,1
e33f218ba0d0da5c57de01f3d44f5b0deF,144,0.04289544235924933,1
fe2f46167b107413f778865ed496791dkk,144,0.04289544235924933,1
a7d218e40815733871c6e1c70efbaff3SE,144,0.04289544235924933,1
dacc8a9150318606286b084ebdeae321PG,143,0.042597557342865654,1
14f24cefe18ea26c8f0b243a0e5dfcd3GC,143,0.042597557342865654,1
af18de69727a6f4ef25eb79115e877afIO,142,0.04229967232648198,1
0585ac2c56958c9ad1fba246cefef5bcvJ,142,0.04229967232648198,1
ac9b22069916f60a67155fe25d64b0b2Dh,141,0.0420017873100983,1
1dafd951a02a669de3fc947a23e1ee24MX,140,0.04170390229371462,1
4122c5b92b0893b9c4be6b525c85c0ccWD,140,0.04170390229371462,1
28af192025130fefa197ce797b6a20b7Da,139,0.04140601727733095,1
89b2ab9363981f41a573ca5a91348f87nS,139,0.04140601727733095,1
43bf2d55983e991b7345103a83743d8cHa,139,0.04140601727733095,1
5d57d2c8344c7375396aa7186ce8b0d2iv,137,0.0408102472445636,1
ec7b93412bfd91c7ef4113fae9f43bbbhG,137,0.0408102472445636,1
bb806b6da2491f462f28702316fab2d6EL,137,0.0408102472445636,1
d0c124116faa683d8a841994e83209ddsU,137,0.0408102472445636,1
48088872fd672c02e33cdf191d88f4f3ZU,136,0.04051236222817992,1
db49f52acce7087267b6b26cfa809d21Vl,135,0.040214477211796246,1
db5788c551f0011d5146a0886f87cc43iF,135,0.040214477211796246,1
567dc1ba34c0a3c5cfb491bd0b1571c1jw,135,0.040214477211796246,1
1b63b51a31dd9fb32363af2c2908c55eCb,135,0.040214477211796246,1
7a4bd62bf5cfb34840fd730f6aafaa7dNM,134,0.03991659219541257,1
b92201249a23132e0f7daa3129407742te,134,0.03991659219541257,1
27f47548bbd20caa944a21950bb3fbb7pq,134,0.03991659219541257,1
547281a2f028769dd62d9dfe415e2abfNt,133,0.03961870717902889,1
8f04d8848cac7f7e98164c48450e6ea9Ie,133,0.03961870717902889,1
330b46620f43baf6a3506b9c8a429357ux,132,0.03932082216264522,1
8dcce882b7d348c6a3e2788c8f557513vy,131,0.039022937146261545,1
edb8f555c04b654d9b005d76b63ffc76rZ,130,0.03872505212987787,1
2cec1d3b7a37c4125550de415d8dd046lj,130,0.03872505212987787,1
92978e6e038ba6f8fe07b305f339b0f0bl,129,0.03842716711349419,1
f0b22170d6dc258ebef0e295363ef361uO,129,0.03842716711349419,1
0f5aca04bed240db7aa1c5ad77225b86Bg,127,0.03783139708072684,1
07288c300c08b5cb6c3531b237493963mm,127,0.03783139708072684,1
01f32a0ce6c8116547df9fefd863bf53nV,127,0.03783139708072684,1
65709760e0dd19e7f4147c87c30e3055wd,126,0.03753351206434316,1
4bc00598816dde4a3fc702cc3499d0a4oS,126,0.03753351206434316,1
74d816db8c5988658e0e8eb967b45d91zO,124,0.036937742031575814,1
4c7b60bc03f13ea8afaa39797e53903caq,124,0.036937742031575814,1
874204741cce2c5a4439e449042a6c44ej,123,0.03663985701519214,1
7887c92288600f1109d16f8cd7b3b997yV,123,0.03663985701519214,1
080c3215af26a8fb957deb3adeda269fxk,123,0.03663985701519214,1
e943d3ee1527a1aba19d6537d387d320wn,123,0.03663985701519214,1
85d34934b2f4280ebc6a9bc612472c65yE,122,0.03634197199880846,1
c45bfa7623a8673efae1e4741e7b7680mE,122,0.03634197199880846,1
2c43e423463de9ebcc2b3e859a17b8b7Lv,122,0.03634197199880846,1
f0628b38f9f7a83a26dca6e51fdf8f9fGo,122,0.03634197199880846,1
8f8867acfd6bce155a4a6b844d1e9e81Qb,121,0.03604408698242478,1
e670b5d6e3d4f8731d989d40e8faa051yi,121,0.03604408698242478,1
a700cd2d00afe8a4c9daf3875f9fd159zm,121,0.03604408698242478,1
2d46d43a4b5208d781313e73ceb73f9aTP,121,0.03604408698242478,1
b7b93cf0ec68b1f4229b698fa016af1dxW,120,0.035746201966041107,1
25faefeab7ae6c60685c1182076e21dbnP,120,0.035746201966041107,1
37a99b95cbb8be90324a718370821d34UC,120,0.035746201966041107,1
a8aeb2abbc05733baccebd10e985e525bg,120,0.035746201966041107,1
fa52130717168e514d3aeb571d653d3aIZ,120,0.035746201966041107,1
0f6f1289a8da7b666c50341d261faa9dBd,119,0.03544831694965743,1
b1f45b13f875c04171e24131e8111cb6sJ,118,0.03515043193327376,1
22c3d9adb5b35d21445fb08689a6295elZ,118,0.03515043193327376,1
59888d403ca807847b4176ae46ee7646zG,118,0.03515043193327376,1
b1beb22fb8c4aa4d07cc7c70a44b92d1WJ,117,0.03485254691689008,1
7d3783d923cab44fde9a8d0fe8aa7570DN,117,0.03485254691689008,1
15052a8419b2cec36a84a19a6019d577Md,117,0.03485254691689008,1
40c3ff0a4fa0dd4c9761c7c860864b51zj,116,0.034554661900506406,1
0a4f17d16aa014717b3ba30a36822757nM,116,0.034554661900506406,1
8cc9f45b668162ac01ad5832a4adb7c0Uv,115,0.03425677688412273,1
e5edb86b2f4fff1392f1989817ffd63dyx,115,0.03425677688412273,1
82f6961ef2ab947c94e9df0c9c6f04b0fh,114,0.03395889186773905,1
25680dd3947dd8ec03408b960bf0e6b0oR,114,0.03395889186773905,1
edc833082cf1211f58470cc35ed4b982fe,114,0.03395889186773905,1
f516b16a5d5bfd68a06ec5756a7e0f90XB,114,0.03395889186773905,1
262bf246648d2ce6afdbb1658d3d2c45Uv,113,0.033661006851355375,1
822e4f76ab4e672856c5633a95b4d665uI,113,0.033661006851355375,1
66661b7097e69a7338f0531c79d8d90cCs,113,0.033661006851355375,1
